pass2_index,assigned_agent,paper_id,paper_title,first_pass_classification,source_lane,paper_name,id,abstract,triage_label,lanes,lane_count,triage_labels_by_lane,mechanisms_by_lane,why_it_matters_by_lane,follow_up_by_lane,corpus_stages,authors,year,source_ids,primary_id,source_paper_id,categories,queries,discovery_methods,designations,primary_readers,metadata_verified_any,body_inspected_any,evidence_read_any,triage_disagreement,source_registry_paths,source_triage_paths
522,3,5868006927117943253,ProfInfer: An eBPF-based Fine-Grained LLM Inference Profiler,HIGH,B8,ProfInfer: An eBPF-based Fine-Grained LLM Inference Profiler,arxiv:2601.20755,"As large language models (LLMs) move from research to production, understanding how inference engines behave in real time has become both essential and elusive. Unlike general-purpose engines such as ONNX Runtime, today's LLM inference systems offer little operator-level visibility, leaving developers blind to where time and resources go. Even basic questions -- is this workload memory-bound or compute-bound? -- often remain unanswered. To close this gap, we develop a fine-grained, non-intrusive profiling framework for modern LLM inference engines, exemplified by llama-cpp but applicable to similar runtime architectures. Built on extended Berkeley Packet Filter (eBPF) technology, our system dynamically attaches probes to runtime functions across multiple layers -- without modifying or recompiling the source. It transforms collected traces into rich visualizations of operators, graphs, timelines, and hardware counter trends, exposing how dense inference, Mixture-of-Experts routing, and operator offloading behave in practice. With less than 4% runtime overhead and high profiling fidelity, our framework makes LLM inference both transparent and diagnosable, turning performance profiling into a practical tool for optimization, scheduling, and resource-aware deployment.",high,B8,1,B8=high,B8=Expansion candidate was surfaced by a related-paper graph around a B8 seed and is triaged from its title and abstract.,"B8=It may add a reusable observability, replay, timing, or failure-injection mechanism to the B8 evidence family.",B8=true,expansion_round_1,,2026,2601.20755 | 5868006927117943253 | arxiv:2601.20755,arxiv:2601.20755,5868006927117943253,,39-recent-ebpf | 40-recent-llm,,,B8,false,false,false,false,b3/expansion-registry.json | b3/raw-q39-recent-ebpf.json | b3/raw-q40-recent-llm.json | b3/registry.json | b7/expansion/expansion-registry-final.json | b7/expansion/expansion-registry.json | b8/expansion-canonical-registry.json | b8/expansion-follow-up-manifest.json | b8/expansion-inspection-manifest.json | b8/expansion-registry.json,b8/expansion-triage.jsonl
527,3,arxiv:2602.08296,MonkeyTree: Near-Minimal Congestion for Multi-tenant Training via Migration,MEDIUM,B4,MonkeyTree: Near-Minimal Congestion for Multi-tenant Training via Migration,arxiv:2602.08296,"We present MonkeyTree, the first system to mitigate network congestion in multi-tenant GPU clusters through job-migration based defragmentation rather than network-layer techniques. As cloud operators co-locate ML training jobs on shared, oversubscribed networks, congestion degrades training throughput for over a third of jobs. Prior approaches either rely on routing and flow scheduling--which we show have fundamental limits when traffic exceeds capacity--or require costly full-bisection bandwidth topologies with packet spraying. MonkeyTree exploits characteristics of ML training traffic: ring",medium,B4,1,B4=medium,B4=scheduling/deadline policy; resource contention/interference; backpressure/overload control; inference/accelerator transfer; network/transport transfer,"B4=Provides a systems analogue for separating model service time from queueing, scheduling, accelerator contention, or batching effects.",B4=true,primary_assignment,Anton A. Zabreyko; Weiyang Wang; Manya Ghobadi,2026,arxiv:2602.08296,arxiv:2602.08296,arxiv:2602.08296,cs.NI,q16-multi-tenant-GPU-contention.json,,,B4,false,false,false,false,b4/assigned-paper-manifest.jsonl | b4/canonical-registry.json | b4/raw-retrieval/q16-multi-tenant-GPU-contention.json,b4/abstract-triage.jsonl
532,3,5519133081468995501,Spatiotemporal Feature Alignment and Weighted Fusion in Collaborative Perception Enabled by Network Synchronization and Age of Information,HIGH,B5,Spatiotemporal Feature Alignment and Weighted Fusion in Collaborative Perception Enabled by Network Synchronization and Age of Information,arxiv:2602.13439,"Collaborative perception in Internet of Vehicles (IoV) aggregates multi-vehicle observations for broader scene coverage and improved decision-making. However, fusion quality degrades under spatiotemporal heterogeneity from unsynchronized clocks, communication delays, and motion variations across vehicles. Prior work mitigates these through spatial transformations or fixed time-offset corrections, overlooking time-varying clock drifts and delays that cause persistent feature misalignment. To address these challenges, we propose a spatiotemporal feature alignment and weighted fusion framework. Specifically, network synchronization is introduced to estimate inter-vehicle clock states and establish a common temporal reference, onto which local feature timestamps can be mapped. Based on this, we define delivery-time Age of Information (AoI) to measure the expected age of a shared feature when it becomes available for fusion, by accounting for its generation time and the Vehicle-to-Everything (V2X) communication delay. The proposed spatiotemporal feature alignment then compensates asynchronous neighbor features toward the fusion time, rather than directly aggregating delayed features. Since different spatial regions contribute unequally to perception, we further perform Region-of-Interest (RoI)-level weighted fusion, where the fusion weights are determined by delivery-time AoI, synchronization reliability, and content complementarity. As a result, timely, reliable, and complementary regions are emphasized, while stale, uncertain, or redundant regions are down-weighted. Simulation results further demonstrate consistent accuracy improvements over representative baselines under clock drift, varying communication conditions, temporal misalignment levels, and vehicle numbers.",high,B5,1,B5=high,"B5=The abstract exposes timing, deadline, timestamp, sequence, causal, or clock-synchronization mechanisms relevant to transport attribution.","B5=It supplies a transferable diagnostic or design hypothesis for detecting transport-induced loss, duplication, reordering, staleness, timing error, or observation/action mismatch in the Reflex episode loop.",B5=true,primary_assignment,"Qiaomei Han, Xianbin Wang, Minghui Liwang",,arxiv:2602.13439,arxiv:2602.13439,5519133081468995501,,q19-mech-freshness,,,B5,false,false,false,false,b5/assigned-paper-manifest.json | b5/assigned-paper-manifest.jsonl | b5/canonical-registry.jsonl | b5/evidence-digest.jsonl | b5/raw-retrieval/q19-mech-freshness.json,b5/abstract-triage.jsonl
537,3,531072298999178666,PM2Lat: Highly Accurate and Generalized Prediction of DNN Execution Latency on GPUs,MEDIUM,B6,PM2Lat: Highly Accurate and Generalized Prediction of DNN Execution Latency on GPUs,arxiv:2603.00549,"We present PM2Lat, a fast and generalized framework for accurately predicting the latency of deep neural network models on GPUs, with special focus on NVIDIA. Unlike prior methods that rely on deep learning models or handcrafted heuristics, PM2Lat leverages the Single-Instruction-Multiple-Thread architecture of GPUs to model execution time of DNN models. First, we dive into fine-grained GPU operation modeling by studying computational behavior and memory access patterns. After identifying these characteristics, we found that different GPU kernels exhibit significant performance disparities, even when serving the same purpose. Hence, the core idea of PM2Lat is to differentiate kernels based on their configurations and analyze them accordingly. This kernel-aware modeling enables PM2Lat to achieve consistently low prediction error across diverse data types and hardware platforms. In addition, PM2Lat generalizes beyond standard matrix multiplication to support complex GPU kernels such as Triton, Flash Attention, and Cutlass Attention. Experimental results show that PM2Lat consistently achieves error rates below 10% across different data types and hardware platforms on Transformer models, outperforming the state-of-the-art NeuSight by 10-20% for FP32 and by at least 50% for BF16. When applying to diverse kernels, the error rate is maintained at 3-8%.",medium,B6,1,B6=medium,"B6=The abstract describes profiling, tracing, prediction, or decomposition to localize latency across serving, host, runtime, kernel, and device layers.",B6=It offers a concrete localization or measurement pattern for runtime observability around an inference episode.,B6=false,primary_assignment,,,arxiv:2603.00549,arxiv:2603.00549,531072298999178666,,q40,firecrawl research search-papers,true,B6,false,false,false,false,b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/raw-retrieval/q40-foundational-wild.json,b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl
542,3,arxiv:2603.07309,Impact of 5G Latency and Jitter on TAS Scheduling in a 5G-TSN Network: An Empirical Study,MEDIUM,B4,Impact of 5G Latency and Jitter on TAS Scheduling in a 5G-TSN Network: An Empirical Study,arxiv:2603.07309,"Deterministic communications are essential to meet the stringent delay and jitter requirements of Industrial Internet of Things (IIoT) services. IIoT increasingly demands wide-area wireless mobility to support Autonomous Mobile Robots (AMR) and dynamic workflows. Integrating Time-Sensitive Networking (TSN) with 5G private networks is emerging as a promising approach to fulfill these requirements. In this architecture, 5G provides wireless access for industrial devices, which connect to a TSN backbone that interfaces with the enterprise edge/cloud, where IIoT control and computing systems resid",medium,B4,1,B4=medium,B4=jitter and timing variation; scheduling/deadline policy; robotic or cyber-physical transfer; network/transport transfer,"B4=Directly informs the Reflex robot-loop timing budget and the evidence needed to separate execution, transport, and hardware effects.",B4=true,primary_assignment,Pablo Rodriguez-Martin; Oscar Adamuz-Hinojosa; Pablo Muñoz; Julia Caleya-Sanchez; Pablo Ameigeiras,2026,arxiv:2603.07309,arxiv:2603.07309,arxiv:2603.07309,cs.NI,q01-tail-latency-jitter.json | q09-jitter-real-time-systems.json | q23-networked-control-systems.json,firecrawl research search-papers,recent,B4,false,false,false,false,b4/assigned-paper-manifest.jsonl | b4/canonical-registry.json | b4/raw-retrieval/q01-tail-latency-jitter.json | b4/raw-retrieval/q09-jitter-real-time-systems.json | b4/raw-retrieval/q23-networked-control-systems.json | b5/canonical-registry.jsonl | b5/raw-retrieval/q31-adj-tsn.json | b5/raw-retrieval/q39-found-realtime.json | b5/raw-retrieval/q46-recent-teleop.json | b8/canonical-registry.json | b8/raw/recent-03.json,b4/abstract-triage.jsonl
547,3,5677962604628405295,Cyber-Resilient Digital Twins: Discriminating Attacks for Safe Critical Infrastructure Control,MEDIUM,B8,Cyber-Resilient Digital Twins: Discriminating Attacks for Safe Critical Infrastructure Control,arxiv:2603.18613,"Industrial Cyber-Physical Systems (ICPS) face growing threats from cyber-attacks that exploit sensor and control vulnerabilities. Digital Twin (DT) technology can detect anomalies via predictive modelling, but current methods cannot distinguish attack types and often rely on costly full-system shutdowns. This paper presents i-SDT (intelligent Self-Defending DT), combining hydraulically-regularized predictive modelling, multi-class attack discrimination, and adaptive resilient control. Temporal Convolutional Networks (TCNs) with differentiable conservation constraints capture nominal dynamics and improve robustness to adversarial manipulations. A recurrent residual encoder with Maximum Mean Discrepancy (MMD) separates normal operation from single- and multi-stage attacks in latent space. When attacks are confirmed, Model Predictive Control (MPC) uses uncertainty-aware DT predictions to keep operations safe without shutdown. Evaluation on SWaT and WADI datasets shows major gains in detection accuracy, 44.1% fewer false alarms, and 56.3% lower operational costs in simulation-in-the-loop evaluation. with sub-second inference latency confirming real-time feasibility on plant-level workstations, i-SDT advances autonomous cyber-physical defense while maintaining operational resilience.",medium,B8,1,B8=medium,B8=The paper injects controlled faults into components or dependencies to evaluate resilience and localize failure effects.,"B8=It transfers directly to robot inference episodes by linking sensor, middleware, inference, and outcome evidence.",B8=false,primary_assignment,,2026,arxiv:2603.18613,arxiv:2603.18613,5677962604628405295,,adjacent-04,firecrawl research search-papers,recent,B8,true,true,false,false,b8/assigned-paper-manifest.json | b8/canonical-registry.json | b8/inspection-manifest.json | b8/raw/adjacent-04.json,b8/abstract-triage.jsonl
552,3,8651464511882425804,Characterizing CPU-Induced Slowdowns in Multi-GPU LLM Inference,HIGH,B6,Characterizing CPU-Induced Slowdowns in Multi-GPU LLM Inference,arxiv:2603.22774,"Large-scale machine learning workloads increasingly rely on multi-GPU systems, yet their performance is often limited by an overlooked component: the CPU. Through a detailed study of modern large language model (LLM) serving workloads, we find that multi-GPU performance often degrades not because GPUs are saturated, but because CPUs fail to keep them busy. Under limited CPU allocations, systems exhibit symptoms such as delayed kernel launch, stalled communication, and increased tokenization latency, leading to severe GPU underutilization even when ample GPU resources are available. The problem becomes more severe in agentic LLM serving, where long accumulated contexts increase CPU-side tokenization work while high prefix-cache reuse across multi-turn interactions reduces GPU-side prefill work. These bottlenecks persist even in serving stacks that employ process-level separation and modern GPU-side optimizations such as CUDA Graphs. Since CPU cores cost orders of magnitude less than GPUs, provisioning additional cores is a highly cost-effective mitigation. Under moderate serving load, we observe that CPU-starved configurations frequently time out, while providing adequate CPU resources restores responsiveness and reduces time-to-first-token (TTFT) latency by 1.47-7.11x across configurations, all without requiring additional GPUs.",high,B6,1,B6=high,"B6=The abstract describes kernel execution, runtime synchronization, memory, cache, or frequency behavior as a source of latency variability or stalls.",B6=It supports kernel- and runtime-level attribution of latency spikes and stalls.,B6=true,primary_assignment,"Euijun Chung, Yuxiao Jia, Aaron Jezghani, Hyesoon Kim",,arxiv:2603.22774,arxiv:2603.22774,8651464511882425804,cs.AR | cs.DC,q08 | q15 | q21 | q43,firecrawl research search-papers,false,B6,false,true,false,false,b4/raw-retrieval/q06-contention-shared-GPU.json | b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.json | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/follow-up-manifest.jsonl | b6/inspection-evidence.jsonl | b6/inspection-manifest.jsonl | b6/raw-retrieval/q008.json | b6/raw-retrieval/q08-synonym-runtime.json | b6/raw-retrieval/q15-mechanism-stalls.json | b6/raw-retrieval/q21-failure-spikes.json | b6/raw-retrieval/q43-recent-stalls.json | b6/read-evidence-manifest.jsonl,b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl
557,3,2811257509632522362,Joint Time-Phase Synchronization for Distributed Sensing Networks via Feature-Level Hyper-Plane Regression,HIGH,B1,Joint Time-Phase Synchronization for Distributed Sensing Networks via Feature-Level Hyper-Plane Regression,arxiv:2603.28121,"Achieving coherent integration in distributed Internet of Things (IoT) sensing networks requires precise synchronization to jointly compensate clock offsets and radio-frequency (RF) phase errors. Conventional two-step protocols suffer from time-phase coupling, where residual timing offsets degrade phase coherence. This paper proposes a generalized hyper-plane regression (GHR) framework for joint calibration by transforming coupled spatiotemporal phase evolution into a unified regression model, enabling effective parameter decoupling. To support resource-constrained IoT edge nodes, a feature-level distributed architecture is developed. By adopting a linear frequency-modulated (LFM) waveform, the model order is reduced, yielding linear computational complexity. In addition, a unidirectional feature transmission mechanism eliminates the communication overhead of bidirectional timestamp exchange, making the approach suitable for resource-constrained IoT networks. Simulation results demonstrate reliable picosecond-level synchronization accuracy under severe noise across kilometer-scale distributed IoT sensing networks.",high,B1,1,B1=high,B1=Feature-level regression jointly aligns time and phase across distributed sensing nodes.,,B1=true,primary_assignment,"Kailun Tian, Kaili Jiang, Dechang Wang, Yuxin Zhao, Yuxin Shang, Hancong Feng, Bin Tang",2026,arxiv:2603.28121,arxiv:2603.28121,2811257509632522362,,,,,B1,true,false,false,false,b1/assigned-paper-manifest.json | b1/assigned-paper-manifest.jsonl | b1/assigned-registry.jsonl | b1/canonical-registry.jsonl | b1/follow-up-manifest.jsonl | b1/inspection-manifest.jsonl | b1/raw-q07-robotics.json | b1/raw-q09-recent.json,b1/assigned-paper-manifest.jsonl | b1/triage.jsonl
562,3,1393208390158834869,Foundry: Template-Based CUDA Graph Context Materialization for Fast LLM Serving Cold Start,HIGH,B6,Foundry: Template-Based CUDA Graph Context Materialization for Fast LLM Serving Cold Start,arxiv:2604.06664,"Modern LLM service providers increasingly rely on autoscaling and parallelism reconfiguration to respond to rapidly changing workloads, but cold-start latency remains a major bottleneck. While recent systems have reduced model weight loading to seconds, CUDA graph capture still takes tens of seconds to minutes and often dominates startup. Unfortunately, CUDA graphs cannot be naively serialized: beyond graph topology, they are tightly coupled to execution context, including device addresses embedded in kernel arguments and kernel code lazily loaded during warmup. Existing approaches either rely on brittle kernel-specific patching or heavyweight process-level checkpoint/restore that are inflexible to dynamic parallelism switching. We present Foundry, a template-based CUDA graph context materialization system that persists both graph topology and execution context during an offline processing stage, and reconstructs executable graphs online with negligible overhead. Foundry enforces deterministic memory layouts, automatically extracts and reloads kernel binaries required by captured graphs, and reduces online reconstruction costs through topology-based templating. For distributed serving, Foundry further enables a single-GPU offline capture to generate templates for multi-GPU deployments by patching only rank-dependent communication state. Across dense and MoE models up to 235B parameters, Foundry reduces cold-start latency by up to 99%, cutting the initialization time of Qwen3-235B-A22B from 10 minutes to 3.9 seconds while preserving the throughput gains of CUDA graphs.",high,B6,1,B6=high,"B6=The abstract describes model loading, initialization, caching, or prewarming as a distinct source of inference startup latency.","B6=It separates startup effects from steady-state execution, which is needed to explain warm-versus-cold episode latency.",B6=true,primary_assignment,"Xueshen Liu, Yongji Wu, Yuncheng Yao, Danyang Zhuo, Ion Stoica, Z. Morley Mao",,arxiv:2604.06664,arxiv:2604.06664,1393208390158834869,cs.DC | cs.LG,q01 | q03 | q07 | q13 | q42,firecrawl research search-papers,false,B6,false,true,false,false,b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/follow-up-manifest.jsonl | b6/inspection-evidence.jsonl | b6/inspection-manifest.jsonl | b6/raw-retrieval/q001.json | b6/raw-retrieval/q003.json | b6/raw-retrieval/q007.json | b6/raw-retrieval/q03-direct-realtime.json | b6/raw-retrieval/q07-synonym-cold.json | b6/raw-retrieval/q13-mechanism-load.json | b6/raw-retrieval/q42-recent-loading.json | b6/read-evidence-manifest.jsonl,b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl
567,3,2575451725150813508,Improving Network Clock Synchronization by Marking Congestion,HIGH,B1,Improving Network Clock Synchronization by Marking Congestion,arxiv:2604.12961,"Achieving consistent time across devices in distributed systems often involves exchanging timestamped messages over a network. Precise time synchronization is crucial for applications such as cellular networks, industrial automation, and transactional databases. However, delay variation in synchronization packets-often caused by congestion from competing traffic-degrades synchronization accuracy. Detecting whether a packet experienced congestion can help improve synchronization through filtering and statistical methods. We propose an in-network congestion indication and filtering mechanism for synchronization messages used in protocols such as the Network Time Protocol (NTP) and Precision Time Protocol (PTP). Network devices mark packets that experienced queuing, allowing clocks to correct errors caused by varying delays. Our approach requires only simple changes at switches or routers, avoiding deep packet inspection or protocol modifications. The method is backward compatible, using standard but currently unused fields in IP, PTP, or NTP headers. We implement our method on a Tofino P4 target and demonstrate an improvement of over 80% in synchronization performance over a single hop. Moreover, we show that the performance of traditional statistical filters, such as min-RTT and median-delay, is improved by 90% over the one-hop hardware setup. We further demonstrate the effectiveness of our proposed method across multiple hops, both analytically and through simulation. Congestion marking improves the root-mean-squared clock offset estimation error by 30% to 80%, depending on network conditions and filtering techniques.",high,B1,1,B1=high,B1=In-network congestion marks identify synchronization packets that experienced queuing so filters can reject biased delay samples.,,B1=true,primary_assignment,"Yash Deshpande, Quirin Vogel, Laura Becker, Kaan Aykurt, Wolfgang Kellerer",2026,arxiv:2604.12961,arxiv:2604.12961,2575451725150813508,,,,,B1,true,false,false,false,b1/assigned-paper-manifest.json | b1/assigned-paper-manifest.jsonl | b1/assigned-registry.jsonl | b1/canonical-registry.jsonl | b1/follow-up-manifest.jsonl | b1/inspection-manifest.jsonl | b1/raw-q03-protocols.json | b1/raw-q06-monotonic.json | b1/raw-q08-embedded.json | b1/raw-q09-recent.json | b1/raw-q12-ntp-ptp-foundations.json | b1/raw-q13-os-clocks.json | b5/canonical-registry.jsonl | b5/raw-retrieval/q20-mech-timing.json,b1/assigned-paper-manifest.jsonl | b1/triage.jsonl
572,3,3360826179826483892,Causal-Temporal Event Graphs: A Formal Model for Recursive Agent Execution Traces,MEDIUM,B3,Causal-Temporal Event Graphs: A Formal Model for Recursive Agent Execution Traces,arxiv:2604.17557,"We introduce causal-temporal event graphs (CTEGs) as a formal model for fully resolved recursive agent execution records under single-parenthood causal semantics. We formalise direct event emissions and recursive subagent invocations as extension procedures on generic typed temporal graphs and show that the recursive closure E∞ of the induced maximal dynamics starting from single causal roots consists entirely of finite sequences of CTEGs. A CTEG is a rooted arborescence whose nodes carry timestamps and event types, subject to the constraint that timestamps be strictly increasing along causal paths. We realise E∞ as the increasing union of a recursive hierarchy E₀ E₁ … of agent execution levels parametrised by recursion depth, which is recognised as the ascending Kleene chain of a monotone operator φ admitting E∞ as its least fixed point. Although the introduction of the full hierarchy is natural, stabilisation occurs already at E₁ if one insists that the internal construction of a subagent execution trace be a delegated and opaque computational unit. The CTEG formalism supports compositional construction of globally well-formed execution traces from local agent behaviour without centralised coordination, preserves well-formedness under partial execution failure, and admits a natural relational database encoding. The arborescent structure of CTEGs is further compatible with cryptographic Merkle tree commitments for tamper-evident session verification.",medium,B3,1,B3=medium,"B3=Defines typed causal-temporal event graphs for recursive execution with timestamps, failure-tolerant composition, and tamper-evident commitments.","B3=Useful formal model for immutable nested spans and provenance, but its single-parent semantics are narrower than ROS 2 fan-in/fan-out.",B3=false,primary_assignment,,2026,arxiv:2604.17557,arxiv:2604.17557,3360826179826483892,,05-event-graph,firecrawl research search-papers,recent,B3,false,false,false,false,b1/canonical-registry.jsonl | b1/raw-q05-uncertainty.json | b3/assigned-evidence-index.jsonl | b3/assigned.json | b3/raw-q05-event-graph.json | b3/registry.json | b8/canonical-registry.json | b8/raw/syn-03.json,b3/triage.jsonl
577,3,2769760053031621516,Characterizing Vision-Language-Action Models across XPUs: Constraints and Acceleration for On-Robot Deployment,MEDIUM,B6,Characterizing Vision-Language-Action Models across XPUs: Constraints and Acceleration for On-Robot Deployment,arxiv:2604.24447,"Vision-Language-Action (VLA) models are promising for generalist robot control, but on-robot deployment is bottlenecked by real-time inference under tight cost and energy budgets. Most prior evaluations rely on desktop-grade GPUs, obscuring the trade-offs and opportunities offered by heterogeneous edge accelerators (GPUs/XPUs/NPUs). We present a systematic analysis for low-cost VLA deployment via model-hardware co-characterization. First, we build a cross-accelerator leaderboard and evaluate model-hardware pairs under CET (Cost, Energy, Time), showing that right-sized edge devices can be more cost-/energy-efficient than flagship GPUs while meeting control-rate constraints. Second, using in-depth profiling, we uncover a consistent two-phase inference pattern: a compute-bound VLM backbone followed by a memory-bound Action Expert, which induces phase-dependent underutilization and hardware inefficiency. Finally, guided by these insights, we propose DP-Cache and V-AEFusion to reduce diffusion redundancy and enable asynchronous pipeline parallelism, achieving up to 2.9x speedup on GPUs and 6x on edge NPUs with only marginal success degradation. The example leaderboard website is available at: https://vla-leaderboard-01.vercel.app/.",medium,B6,1,B6=medium,"B6=The abstract describes profiling, tracing, prediction, or decomposition to localize latency across serving, host, runtime, kernel, and device layers.",B6=It offers a concrete localization or measurement pattern for runtime observability around an inference episode.,B6=false,primary_assignment,,,arxiv:2604.24447,arxiv:2604.24447,2769760053031621516,,q03 | q04 | q10 | q47,firecrawl research search-papers,false,B6,false,false,false,false,b4/raw-retrieval/q06-contention-shared-GPU.json | b4/raw-retrieval/q21-robot-foundation-model.json | b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.json | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/raw-retrieval/q003.json | b6/raw-retrieval/q004.json | b6/raw-retrieval/q010.json | b6/raw-retrieval/q03-direct-realtime.json | b6/raw-retrieval/q47-recent-edge.json,b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl
582,3,arxiv:2605.00616,LLM-Emu: Native Runtime Emulation of LLM Inference via Profile-Driven Sampling,HIGH,B4,LLM-Emu: Native Runtime Emulation of LLM Inference via Profile-Driven Sampling,arxiv:2605.00616,"Realistic evaluation of LLM serving systems requires online workloads, dynamic arrivals, queueing, and the serving engine's local scheduling for execution batching, but running such experiments on GPUs is expensive. Existing simulators reduce this cost, but often operate offline or in time-warped mode, re-implement serving-engine schedulers, or require accurate operator/kernel-level latency models. We present LLM-Emu, a serving-native emulator for vLLM that preserves the production HTTP, scheduling, KV-cache, and output-processing paths while replacing only GPU forward execution with profile-s",high,B4,1,B4=high,B4=queueing and buffering; scheduling/deadline policy; stage-wise latency attribution; inference/accelerator transfer,"B4=Provides a systems analogue for separating model service time from queueing, scheduling, accelerator contention, or batching effects.",B4=true,primary_assignment,Wei Da; Evangelia Kalyvianaki,2026,arxiv:2605.00616,arxiv:2605.00616,arxiv:2605.00616,cs.DC,q15-dynamic-batching-queueing.json,firecrawl research search-papers,foundational_or_prior,B4,false,false,false,false,b3/raw-q22-gpu-inference.json | b3/registry.json | b4/assigned-paper-manifest.jsonl | b4/canonical-registry.json | b4/raw-retrieval/q15-dynamic-batching-queueing.json | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/raw-retrieval/q001.json | b6/raw-retrieval/q002.json | b6/raw-retrieval/q02-direct-robot.json | b6/raw-retrieval/q11-mechanism-decomp.json,b4/abstract-triage.jsonl
587,3,3323541428784451505,AI Harness Engineering: A Runtime Substrate for Foundation-Model Software Agents,HIGH,B8,AI Harness Engineering: A Runtime Substrate for Foundation-Model Software Agents,arxiv:2605.13357,"Foundation models have transformed automated code generation, yet autonomous software-engineering agents remain unreliable in realistic development settings. The dominant explanation locates this gap in model capability. We propose a different locus: software-engineering capability emerges from a model-harness-environment system, in which a runtime substrate -- the harness -- mediates how a foundation-model agent observes a project, acts on it, receives feedback, and establishes that a change is complete. We formalize this substrate as an AI Harness Engineering and identify eleven component responsibilities: task specification, context selection, tool access, project memory, task state, observability, failure attribution, verification, permissions, entropy auditing, and intervention recording. We operationalize the harness through a four-level ladder (H0-H3) that progressively exposes runtime support to the agent, and we propose a trace-based evaluation protocol that converts each agent run into an auditable episode package. Applied to a controlled validation task, the framework yields episode packages whose evidence structure varies systematically with harness level: lower levels produce only a final patch, higher levels produce reproduction logs, failure attributions, deterministic requirement checks, and structured verification reports. The framework reframes the central question of autonomous software engineering from whether a foundation model can produce a patch to whether the model-harness-environment system can produce a verifiably correct, attributed, and maintainable change. We outline a research program for the runtime systems that foundation-model software agents will require.",high,B8,1,B8=high,B8=The paper uses runtime traces and correlated message or compute events to expose execution paths and timing behavior.,"B8=It transfers directly to robot inference episodes by linking sensor, middleware, inference, and outcome evidence.",B8=true,primary_assignment,,2026,arxiv:2605.13357,arxiv:2605.13357,3323541428784451505,,direct-02 | recent-04,firecrawl research search-papers,recent,B8,true,true,true,false,b8/assigned-paper-manifest.json | b8/canonical-registry.json | b8/follow-up-manifest.json | b8/inspection-manifest.json | b8/raw/direct-02.json | b8/raw/recent-04.json | b8/targeted-read-manifest.json,b8/abstract-triage.jsonl
592,3,3352411087723790442,Bilateral Teleoperation with Compliant 6-DOF Pose-and-Force Sensing,HIGH,B5,Bilateral Teleoperation with Compliant 6-DOF Pose-and-Force Sensing,arxiv:2605.19255,"Existing bilateral teleoperation platforms still rely on costly rigid six-axis force/torque sensors, tightly coupled leader-follower hardware, and kilohertz control loops. We present a Cartesian bilateral framework built on the hardware-agnostic WinGs Operating Studio (WOS) middleware, in which a low-cost compliant 6-DOF pose-and-force sensing end-effector, Delta6, is mounted on both sides so that each manipulator behaves as an end-effector 6-DOF series elastic actuator (SEA). The leader runs a damping-only admittance loop with a 6-D biquad notch filter; the follower realizes a stiffness-damping impedance through a position-based outer loop with a PID wrench-to-pose mapping. Three time scales (hardware I/O, mid-rate impedance/admittance, low-rate teleoperation messages) are explicitly decoupled, enabling the same application to drive heterogeneous arms. On a Lite6/FR3 testbed at 150 Hz, the system tracks stably under delays up to 120±40 ms and 1% packet loss, matches the prescribed virtual stiffness in contact, and shows a favorable cumulative energy signature in passivity-style tests.",high,B5,1,B5=high,"B5=The abstract addresses packet loss, delay, jitter, disorder, or reordering and its effect on networked sensing, estimation, or control.","B5=It supplies a transferable diagnostic or design hypothesis for detecting transport-induced loss, duplication, reordering, staleness, timing error, or observation/action mismatch in the Reflex episode loop.",B5=true,primary_assignment,"Yue Feng, Weicheng Huang, I-Ming Chen",,arxiv:2605.19255,arxiv:2605.19255,3352411087723790442,,q04-direct-teleop | q46-recent-teleop,,,B5,false,false,false,false,b5/assigned-paper-manifest.json | b5/assigned-paper-manifest.jsonl | b5/canonical-registry.jsonl | b5/evidence-digest.jsonl | b5/raw-retrieval/q04-direct-teleop.json | b5/raw-retrieval/q46-recent-teleop.json | b7/canonical-registry.json | b7/raw-retrieval/q05-direct-hardware-loop.json,b5/abstract-triage.jsonl
