paper_id,title,source_url,abstract,found_by,gem_lanes,review_pass,technical_mechanism,why_it_works,root_seam,experiment,evidence_quote,evidence_location,reported_gain,baseline,uncertainty
arxiv:2603.06660,Approximate Nearest Neighbor Search for Modern AI: A Projection-Augmented Graph Approach,https://arxiv.org/abs/2603.06660,"Approximate Nearest Neighbor Search (ANNS) is fundamental to modern AI applications. Most existing solutions optimize query efficiency but fail to align with the practical requirements of modern workloads. In this paper, we outline six critical demands of modern AI applications: high query efficiency, fast indexing, low memory footprint, scalability to high dimensionality, robustness across varying retrieval sizes, and support for online insertions. To satisfy all these demands, we introduce Projection-Augmented Graph (PAG), a new ANNS framework that integrates projection techniques into a graph index. PAG reduces unnecessary exact distance computations through asymmetric comparisons between exact and approximate distances as guided by projection-based statistical tests. Three key components are designed and integrated into the graph index to optimize indexing and searching. Experiments on six modern datasets demonstrate that PAG consistently achieves superior queries per second (QPS)-recall performance -- up to 5x faster than HNSW -- while offering fast indexing speed and moderate memory footprint. PAG remains robust as dimensionality and retrieval size increase and naturally supports online insertions.",firecrawl,n12,2,Projection-augmented graph retrieval uses probabilistic projection tests to skip unnecessary exact distance computations; a Test Feedback Buffer retains false positives so they can be reused in later search steps.,"Projection tests screen graph candidates before expensive exact distance calculations. Retaining likely-useful false positives lets later steps reuse computed distances rather than repeat work, accelerating retrieval of comparable items.","Attach an approximate-nearest-neighbor index to Root's store of completed requests, using request embeddings to retrieve comparable healthy cases. This could speed baseline lookup, but would not itself identify whether a tail came from network delay rather than server or GPU time.","Build an index over completed Root requests and compare PAG with HNSW on the same request embeddings and corpus. Measure lookup latency and recall for comparable-case retrieval, then test whether retrieved cases help classify injected network-delay tails separately from server queueing and GPU compute.",PAG reduces unnecessary exact distance computations through asymmetric comparisons between exact and approximate distances as guided by projection-based statistical tests.,"Abstract; also selected PDF text, discussion of PRT and Test Feedback Buffer in the contributions.",Up to 5x faster QPS-recall performance than HNSW on the paper's datasets.,HNSW,"The paper evaluates approximate vector retrieval, not Root requests or network-tail diagnosis. TFB reuses false positives within search; the context does not establish reuse of prior request results across searches."
arxiv:2603.11023,Measurement-Driven O-RAN Diagnostics with Tail Latency and Scheduler Indicators,https://arxiv.org/abs/2603.11023,"We investigate cross-layer performance diagnostics for an O-RAN instance by jointly analyzing application-level latency and radio-layer behavior from a real measurement campaign. Measurements were conducted at multiple link distances (2, 6 and 11 meters) using two representative UE configurations (a commercial smartphone and a modem-based device), under both static conditions and a controlled dynamic obstruction scenario. Rather than relying on averages, the study adopts tail-focused latency characterization (e.g., 95th percentile and exceedance probabilities) and connects it to scheduler- and link-adaptation indicators (e.g., block error behavior, modulation/coding selection and signal quality). The results reveal (i) UE-dependent differences that primarily manifest in the latency tail, (ii) systematic scaling of tail latency with distance and payload and (iii) cases where radio-layer dynamics are detectable even when end-to-end latency appears stable, motivating the need for cross-layer evidence. Distinct from much of the existing literature (often centered on throughput, simulated setups, or single-layer KPIs) this work contributes a measurement-driven methodology for interpretable O-RAN diagnostics and proposes lightweight, window-based ""degradation flags"" that combine tail latency and radio indicators to support practical monitoring and troubleshooting.",firecrawl | previous_seed,n16,2,"Aggregate ICMP latency into overlapping 10-second windows, join each with gNB scheduler indicators, and flag windows where the latency tail exceeds a threshold while a scheduler-side excursion (such as elevated BLER) is present.","A coincident latency tail and radio-reliability/adaptation excursion provides evidence consistent with a radio-driven delay; scheduler excursions can also reveal radio stress when ping latency remains stable. This is cross-layer correlation, not packet-level causal reconstruction or proof of cause.","Attach request or probe timestamps to transport observations and, where applicable, wireless link indicators; align those with server queue and GPU timings. The windowed comparison could help identify radio-path contributions, but the paper does not provide a mechanism for attributing individual robot requests or separating all stages of the path.","For matched robot inference requests, collect request timestamps, network RTT or transport events, server queue/GPU timings, and available radio indicators. Apply the paper's overlapping-window join and joint tail-plus-radio flag; compare flagged windows against unflagged windows and independently verified network-tail episodes. Measure attribution accuracy and alert overhead.","we define a lightweight “degradation flag” per window that triggers when both (i) the latency tail exceeds a threshold and (ii) a scheduler-side excursion is present (e.g., elevated BLER).","Selected PDF text, Section V.F, “Windowed cross-layer coupling and lightweight diagnostics”",UNKNOWN,"The paper reports comparison across baseline, dynamic-obstruction, and static measurement scenarios; it does not report a controlled gain against a diagnostic baseline.","The windowed joint flag is concrete and experimentally testable, but the reported example has only 13 joined windows and does not establish causal attribution. It does not analyze off-path flows, queue buildup, packet-level divergence, robot action loops, streaming, or server/GPU timing. Differential diagnosis, expensive profiling triggers, and full network-versus-compute separation therefore remain unresolved."
arxiv:2603.16119,BLADE: Adaptive Wi-Fi Contention Control for Next-Generation Real-Time Communication,https://arxiv.org/abs/2603.16119,"Next-generation real-time communication (NGRTC) applications, such as cloud gaming and XR, demand consistently ultra-low latency. However, through our first large-scale measurement, we find that despite the deployment of edge servers, dedicated congestion control, and loss recovery mechanisms, cloud gaming users still experience long-tail latency in Wi-Fi networks. We further identify that Wi-Fi last-mile access points (APs) serve as the primary latency bottleneck. Specifically, short-term packet delivery droughts, caused by fundamental limitations in Wi-Fi contention control standards, are the root cause. To address this issue, we propose BLADE, an adaptive contention control algorithm that dynamically adjusts the contention windows (CW) of all Wi-Fi transmitters based on the channel contention level in a fully distributed manner. Our NS3 simulations and real-world evaluations with commercial Wi-Fi APs demonstrate that, compared to standard contention control, BLADE reduces Wi-Fi packet transmission tail latency by over 5X under heavy channel contention and significantly stabilizes MAC throughput while ensuring fast and fair convergence. Consequently, BLADE reduces the video stall rate in cloud gaming by over 90%.",firecrawl | previous_seed,n02 | n05 | n10 | n13 | n14 | n16,3,"Cross-layer tail attribution using aligned server-to-AP RTT, end-to-end frame latency, and AP packet-delivery counts in 200 ms intervals: identify high-latency requests with low wired RTT, then test whether an AP delivery drought coincides with the tail. The paper also derives microscopic access rate (MAR)—successful transmissions relative to observed idle slots—from Wi-Fi CCA as a shared signal of contention; BLADE uses MAR to adapt contention windows, which is an intervention rather than the attribution step.","The RTT comparison separates a healthy wired segment from delay at the Wi-Fi last hop, while the packet-count time window gives a concrete temporal signature of last-hop starvation. Their reported strong association between droughts and stalls supports that signature as a diagnostic clue. MAR offers additional evidence of shared-channel contention rather than relying only on a transmitter’s own collision history, though it does not identify particular competing flows.","Attach request/frame identity and timestamps to robot-to-server and server-to-robot transport events; at the robot AP or NIC, retain per-interval successful delivery counts and available CCA/MAC contention counters. Compare transport RTTs and delivery gaps against server queue, GPU, and action-application timings. This could expose last-hop starvation and distinguish it from wired delay or server-side work, without assuming access to Reflex's private infrastructure.","On a robot-to-cloud testbed, inject controlled Wi-Fi contention, wired delay, server queueing, and GPU delay separately, including rare contention bursts. Compare request-level tail attribution using only end-to-end timing against attribution augmented with AP delivery counts, server-to-AP RTT, and (where available) CCA/MAR. Measure whether the added signals localize wireless droughts, avoid misattributing server/wired delays, and detect shared contention; separately test BLADE as a mitigation, not as evidence of diagnostic accuracy.","In 86.19% of these stalled frames, the router failed to successfully transmit even a single packet during at least one 200 ms interval","Selected PDF text, §3 measurement discussion, “Packet Delivery Droughts: Root Cause of Frame Stalls”",Over 5× reduction in Wi-Fi packet transmission tail latency under heavy contention; over 90% reduction in cloud-gaming video stall rate.,Standard IEEE 802.11 contention control.,"The paper studies cloud gaming rather than robot inference. The attribution evidence is interval-based and correlational, not packet-to-request causal reconstruction; 200 ms granularity may be too coarse for shorter robot-loop tails. MAR assumes sufficiently shared carrier-sense observations, which hidden terminals or partial visibility can undermine. Reported gains are the paper's results, not Root measurements."
arxiv:2603.25875,"Detecting Anomalous Topology, Routing Policies, and Congested Interconnections at Internet Scale",https://arxiv.org/abs/2603.25875,"Separating mid-path Internet performance from edge effects remains a fundamental challenge in network measurement. This paper presents a methodology for detecting anomalous topology, routing policies, and congested interconnections using controlled A/B comparisons derived from Measurement Lab (M-Lab) data. The approach leverages M-Lab's uniform server selection policy: by comparing performance distributions from clients in the same access ISP to different nearby M-Lab servers, natural experiments are created that isolate mid-path effects while controlling for client-side variation, access network bottlenecks, and diurnal variation in test volume. This analysis is implemented in BigQuery using sparse multidimensional histograms enabling efficient computation of Kolmogorov-Smirnov distance and ratios of geometric mean throughput across many millions of measurements in a single pass. Differences in throughput suggest mid-path bandwidth bottlenecks or traffic management; excess differences in minimum RTT suggest suboptimal routing. These signals of interconnection problems are extracted from the noise deliberately suppressed by other measurement approaches. Public dashboards provide ongoing visibility into all M-Lab metropolitan regions with sufficient servers, with drill-down capability to individual ISP--server plots.",firecrawl,n04,2,"Use uniform assignment of measurements from the same access ISP to different nearby servers to form controlled A/B path comparisons; compare throughput and minimum-RTT distributions using KS distance and geometric-mean ratios. Throughput differences indicate mid-path capacity or traffic-management problems, while minimum-RTT differences indicate routing or path-length anomalies.","The server assignment is independent of network conditions, so the server groups have statistically comparable clients, access networks, and test-time distributions. Systematic performance differences are therefore evidence of differing mid-path behavior rather than client or access-edge variation. Minimum RTT and throughput provide complementary clues about path delay and capacity.","At the request or transport-measurement layer, record the selected endpoint and per-request minimum RTT and throughput, then compare distributions across requests sent from the same robot/access network to alternate endpoints. This could indicate whether a regression follows a particular network path rather than the robot-side access edge. The method does not itself separate network delay from server queueing or compute, and its aggregate comparisons do not identify a particular packet-level cause.","Hold the robot workload and access network constant; randomly direct matched inference requests to two equivalent server endpoints or routes. Compare their request-level RTT and throughput distributions, including KS distance and geometric-mean ratios, and check whether a deliberately introduced path impairment changes these metrics while server-side queue and compute measurements remain stable. Separately test whether tail requests diverge from healthy requests within a route.","This uniform test distribution, independent of network conditions, creates statistically equivalent measurement samples for each access ISP-server pair.","selected_pdf_text, methodology discussion of uniform server selection and natural A/B comparisons",UNKNOWN,UNKNOWN,"The paper studies aggregate Internet measurements, not remote robot inference or request-level tail-versus-healthy divergence. Applying its controlled endpoint comparison to Root requires comparable endpoints or routes and request-level measurements; the text does not establish that such controls are available in Root."
arxiv:2603.29113,1.5 Million Messages Per Second on 3 Machines: Benchmarking and Latency Optimization of Apache Pulsar at Enterprise Scale,https://arxiv.org/abs/2603.29113,"This paper presents two independent contributions for Apache Pulsar practitioners. First, we validate 1,499,947 msg/s at 3.88 ms median publish latency on just three bare-metal Kubernetes nodes running Pulsar 4.0.8 with Java 21 and ZGC Generational garbage collection, and project a hardware-driven path to 15 million msg/s on 15 machines using five independent clusters with key-based partition routing. Hardware selection -- specifically dedicated NVMe journals achieving 0.02 ms fdatasync and 25 Gbps network interfaces -- is the primary determinant of throughput ceiling, not compute or software tuning. Second, we trace the complete latency optimization journey from 213 ms GC spikes and 13-18 ms median publish latency in production to 3.88 ms through Java Flight Recorder guided root cause analysis. Three independent root causes are identified and resolved: G1GC pauses eliminated by switching to ZGC Generational; journal fdatasync latency reduced from 5.1 ms to 0.02 ms through NVMe journal dedication; and a previously undocumented Linux kernel page cache writeback interaction inside BookKeeper's ForceWriteThread that degrades fdatasync from under 1 ms to 15-22 ms even across physically separate NVMe drives sharing the kernel block layer. This finding is undocumented in official Apache Pulsar and BookKeeper documentation and is relevant to all Pulsar operators experiencing unexplained P99.9 latency spikes. The combined optimizations achieve a 4.7x latency improvement at 50x higher throughput.",firecrawl,n14,3,"Correlate live runtime profiling with a latency-critical flush to attribute tail delay to time spent in a specific syscall, then relate it to concurrent writeback activity. For Root, the transferable operation is profiling endpoint runtime during slow requests to identify server-side blocking that could otherwise be mistaken for network delay.","The paper uses JFR during write-cache flushes to find that ForceWriteThread spends most of its time inside fdatasync while writeback activity rises. That turns a tail observation into a specific endpoint-side cause, helping Root distinguish at least some runtime/storage stalls from network delay. It does not isolate network time: the paper's latency breakdown combines broker and network.",Attach request identity and timing to robot- or server-side runtime profiling around slow requests; correlate endpoint blocking or syscall time with transport timestamps for the same request. This could expose endpoint-side stalls without assuming access to Reflex infrastructure.,"Replay matched requests under normal and induced endpoint writeback or syscall stalls. Collect request timings, JFR/runtime profiles, and transport timestamps; test whether profiling identifies endpoint-side delay and whether the remaining interval tracks network delay. Compare with healthy requests and report the network, endpoint, and unexplained portions separately.",JFR profiling on a live bookie node during write cache flush identified the primary P99.9 driver.,"Selected PDF text, Section III.C, “Root Cause 3: Kernel Page Cache Writeback.”",4.7× latency improvement at 50× higher throughput.,Production median publish latency of 13–18 ms; the abstract reports 213 ms GC spikes.,"The profiling operation is concrete and transferable for endpoint-side diagnosis, supporting n14. The paper does not profile transport or separate network delay from server delay; its breakdown explicitly groups broker and network, so n15 is not promoted. The proposed Root experiment is not reported as a Root-measured result."
arxiv:2604.13728,Hybrid Retrieval for COVID-19 Literature: Comparing Rank Fusion and Projection Fusion with Diversity Reranking,https://arxiv.org/abs/2604.13728,"We present a hybrid retrieval system for COVID-19 scientific literature, evaluated on the TREC-COVID benchmark (171,332 papers, 50 expert queries). The system implements six retrieval configurations spanning sparse (SPLADE), dense (BGE), rank-level fusion (RRF), and a projection-based vector fusion (B5) approach. RRF fusion achieves the best relevance (nDCG@10 = 0.828), outperforming dense-only by 6.1% and sparse-only by 14.9%. Our projection fusion variant reaches nDCG@10 = 0.678 on expert queries while being 33% faster (847 ms vs. 1271 ms) and producing 2.2x higher ILD@10 than RRF. Evaluation across 400 queries -- including expert, machine-generated, and three paraphrase styles -- shows that B5 delivers the largest relative gain on keyword-heavy reformulations (+8.8%), although RRF remains best in absolute nDCG@10. On expert queries, MMR reranking increases intra-list diversity by 23.8-24.5% at a 20.4-25.4% nDCG@10 cost. Both fusion pipelines evaluated for latency remain below the sub-2 s target across all query sets. The system is deployed as a Streamlit web application backed by Pinecone serverless indices.",firecrawl,n12,2,"Precompute projected, fused document vectors in a separate index and retrieve with one dot-product query, replacing the two retrieval passes and rank-fusion step used by RRF.","The single-pass path avoids one Pinecone round-trip and the RRF fusion step. In Root, a controlled one-request versus two-request comparison with timestamps around each RPC could show whether an extra retrieval round-trip contributes to end-to-end latency; component timings would be needed to distinguish network delay from server-side work.",Instrument request identity and timestamps at the robot/client and server around retrieval RPC send/response events; compare one-pass and two-pass retrieval while separately recording server processing time.,"Replay comparable requests through one-pass and two-pass retrieval paths. Record end-to-end and per-RPC latency, including p50 and p95, and separate transport wait from server processing. Test whether removing a round-trip reduces the network component and tail latency.",B5 is consistently faster because it requires only one Pinecone query vs. two for RRF.,"Selected PDF text, Section V-F, Latency Analysis",B5 averaged 847 ms versus RRF's 1271 ms on Expert 50 queries (33% faster); reported p95 was 1111 ms versus 1623 ms.,RRF two-pass retrieval: 1271 ms average latency and 1623 ms p95 on Expert 50 queries.,Latency is end-to-end through query encoding and retrieval; the paper does not report per-RPC transport versus server-processing timings. The measured gain is not a Root result and does not establish that the saved latency is specifically network tail.
arxiv:2604.16810,Gleaner: A Semantically-Rich and Efficient Online Sampler for Microservice Diagnostics,https://arxiv.org/abs/2604.16810,"Distributed tracing in microservices is critical for diagnostics but generates overwhelming data volumes, necessitating intelligent sampling. To maximize fidelity, state-of-the-art (SOTA) tail-based samplers analyze complete (or even log-enriched) traces by modeling them as graphs. However, this reliance on computationally expensive graph analysis creates a performance bottleneck that prohibits their use in online settings. To this end, we propose Gleaner, an online tail-sampling framework that breaks this trade-off. It is founded on the key insight that explicit graph structures are unnecessary for high-fidelity trace grouping. Instead, Gleaner represents each trace as a ""bag-of-edges"" augmented with log semantics, replacing slow graph algorithms with highly efficient set-based operations. It also employs an alarm-driven quota and a diversity-preserving strategy to prioritize anomalous and rare traces for downstream Root Cause Analysis (RCA). Experimentally, Gleaner processes traces at 0.74ms each, improving Trace Pattern Coverage by up to 128.7% and Shannon Entropy by up to 32.9% over baselines. At just a 1% sampling rate, Gleaner improves RCA accuracy by 42%-107% over the next-best sampler. Moreover, RCA on Gleaner's sampled data is more accurate than with the entire, unsampled dataset. This result reframes intelligent sampling from a data reduction technique to a powerful signal enhancement paradigm for automated operations.",firecrawl | previous_seed,n07 | n09,2,"After each trace completes, Gleaner encodes its inter-span event pairs and intra-span events as a lightweight event-pair set (EPS), scores trace relevance using signals including errors, logs, and latency, then uses external alarms to adapt sampling quotas and a diversity-preserving selector to retain diagnostically valuable traces. It is tail-aware sampling, not first-divergence diagnosis.","EPS and set operations preserve useful behavioral patterns without expensive graph analysis. Alarm-driven quotas concentrate the sampling budget on incident-relevant groups, while diversity selection avoids retaining only repeated examples. These retained traces can therefore provide more diagnostic signal per trace. The paper does not compare a tail request against a healthy request to find their first divergence.","At the robot/server request-trace boundary, attach request identity and transport-event timestamps, then use an alarm or detected latency regression to trigger retention of complete traces and their EPS summaries. Include send/receive, queue, and ACK/loss events as trace events so retained data can distinguish network delay from server queueing or compute. The paper does not establish that its microservice trace signals or alarms are available in Reflex.","Replay matched healthy and network-tail robot inference requests with fixed trace-retention budgets. Compare random sampling against alarm-triggered quotas plus EPS-based diversity selection. Measure sampler runtime and retained-data volume, tail-request capture, and whether downstream analysis identifies network delay separately from server queueing and compute. Separately test whether EPS summaries retain enough information to rank the injected network cause as accurately as full traces.","Instead, Gleaner represents each trace as a ""bag-of-edges"" augmented with log semantics, replacing slow graph algorithms with highly efficient set-based operations. It also employs an alarm-driven quota and a diversity-preserving strategy to prioritize anomalous and rare traces","Abstract; selected PDF text, Methodology overview","0.74 ms per trace; up to 128.7% higher Trace Pattern Coverage and 32.9% higher Shannon Entropy over baselines; at 1% sampling, RCA accuracy gains of 42%–107% over the next-best sampler. These are paper results, not Root results.","For the abstract's coverage and entropy gains, the specific baseline is UNKNOWN. For the reported 1% RCA gains, the comparison is the next-best sampler; the paper also reports comparison with unsampled data.","The study concerns microservice traces and fault-injection cases, not remote robot inference or network-tail localization. It does not demonstrate packet/ACK/loss instrumentation, first-divergence diagnosis, or Root gains. Whether EPS can preserve the timing detail needed to isolate network delay is untested; the paper notes EPS is intentionally lossy and omits some timing and hierarchical information."
arxiv:2604.22383,OCC: Physical-Layer Assisted Congestion Control for Real-Time Communications,https://arxiv.org/abs/2604.22383,"Real-time communications (RTC) is a core technology for emerging applications in 6G, such as cloud gaming, teleoperation, and extended reality (XR), which require consistently low latency and high bitrates. Existing RTC solutions fundamentally struggle to maintain low latency while supporting high bitrates due to their reliance on trial-and-error-based mechanisms. These mechanisms fail to probe the available bandwidth (ABW) promptly and accurately, leading to a trade-off between latency reliability and bandwidth utilization. The tension becomes extremely more critical as the cellular bandwidth and application's demand fluctuate with a larger range in cellular networks nowadays. To address this trade-off, we propose OCC, a novel approach that utilizes physical-layer information to explicitly obtain the ABW in real time, enabling rapid adaptation to dynamic wireless network conditions. However, the unique characteristics of RTC, including traffic bursts, application (APP) limits, and encoder lag, make the physical-layer informed control non-trivial. OCC effectively addresses these issues through three innovative strategies: frame-aware bandwidth measurement, APP-limit-aware bandwidth estimation, and encoder-friendly rate control. Extensive over-the-air experiments on an open-source cellular testbed demonstrate that OCC significantly enhances the performance of mobile RTC, reducing tail network latency by 13% to 68% and improving video frame bitrate by 1.2× to 3.5×.",firecrawl,n16,3,"Use frame-aware cellular physical-layer measurements to estimate available bandwidth, then compare the wireless-link signal with end-to-end behavior to identify when the wireless hop is the bottleneck. The signal can expose a radio-capacity drop associated with a network-delay tail, rather than merely recording that delay occurred.","Base-station resource allocation and modulation/coding measurements reveal wireless capacity changes directly and faster than transport-layer trial-and-error. Aligning measurement with RTC frame bursts makes the estimate more reliable; the paper also describes detecting non-wireless bottlenecks and reverting to end-to-end control. This offers a way to associate a tail with wireless capacity variation while keeping network delay distinct from server queueing, GPU compute, and action application.","At a cellular robot link, attach timestamped base-station radio metrics and flow identity to the robot-side and server-side packet timestamps. Correlate estimated available bandwidth and radio-capacity drops with one-way packet delay; this could localize a tail to the wireless hop. Root would need access to comparable RAN telemetry or an instrumented testbed; the paper does not establish access to Reflex infrastructure.","On a controlled cellular testbed carrying remote-inference requests, inject rare sharp radio-capacity drops and compare timestamped packet-delay tails with frame-aware base-station bandwidth estimates. Include non-wireless bottleneck episodes as controls. Test whether the signal distinguishes wireless-link tails from other network bottlenecks; separately measure server queueing, GPU compute, and action-application time. Treat any OCC rate-control change as a separate intervention from the diagnostic evaluation.",OCC monitors RAN metrics at the cellular base station (BS) and calculates the ABW for an RTC client.,"Selected PDF text, design overview paragraph beginning “Motivated by this”; the same paragraph states that OCC detects bottleneck conditions and reverts to end-to-end solutions when the bottleneck is not wireless.",13% to 68% reduction in network latency; video frame bitrate improved 1.2× to 3.5×.,GCC and PBE-CC.,"The distinctive transferable value is the radio-layer capacity signal and its use in identifying whether the wireless hop is the bottleneck; OCC is primarily a congestion-control method, not a general tail-localization system. Root’s access to RAN telemetry is unknown, and the paper’s reported gains are not Root-measured gains."
arxiv:2605.00005,Cloud Is Closer Than It Appears: Revisiting the Tradeoffs of Distributed Real-Time Inference,https://arxiv.org/abs/2605.00005,"The increasing deployment of deep neural networks (DNNs) in cyber-physical systems (CPS) enhances perception fidelity, but imposes substantial computational demands on execution platforms, posing challenges to real-time control deadlines. Traditional distributed CPS architectures typically favor on-device inference to avoid network variability and contention-induced delays on remote platforms. However, this design choice places significant energy and computational demands on the local hardware. In this work, we revisit the assumption that cloud-based inference is intrinsically unsuitable for latency-sensitive control tasks. We demonstrate that, when provisioned with high-throughput compute resources, cloud platforms can effectively amortize network and queueing delays, enabling them to match or surpass on-device performance for real-time decision-making. Specifically, we develop a formal analytical model that characterizes distributed inference latency as a function of the sensing frequency, platform throughput, network delay, and task-specific safety constraints. We instantiate this model in the context of emergency braking for autonomous driving and validate it through extensive simulations using real-time vehicular dynamics. Our empirical results identify concrete conditions under which cloud-based inference adheres to safety margins more reliably than its on-device counterpart. These findings challenge prevailing design strategies and suggest that the cloud is not merely a feasible option, but often the preferred inference location for distributed CPS architectures. In this light, the cloud is not as distant as traditionally perceived; in fact, it is closer than it appears.",firecrawl,n13 | n16,2,"Inject controlled round-trip network delays at measured percentiles into the cloud inference path, then compare brake-actuation timing and safety outcomes against baseline conditions while holding the obstacle’s first-observation location constant.","The controlled delay changes communication timing without changing when the obstacle is first observed. Comparing frame-capture-to-brake timing therefore distinguishes a network-induced actuation delay from delayed detection, and the control-loop outcome shows whether that delay breaches the task’s safety margin.","Attach timestamps to frame capture, remote request/response, and brake-command receipt; compare matched requests under baseline and injected or observed tail RTT. This can identify whether a late action arose in transport rather than detection or inference, though the paper does not separate network delay from server queueing at request level.","Replay the same robot perception-to-action workload with baseline and controlled RTT conditions, including rare tail delays. Hold inputs and compute configuration constant, record capture, response, and action timestamps, and compare end-to-end action latency and task safety outcomes.","The obstacle is observed for the first time at the same location (★) in both baseline and adverse configurations. Only the timing of the actuation, specifically, the interval between frame capture (★) and brake signal reception (●), is affected by the added network delay.","Selected PDF text, Section D, “Impact of High Network Latency”","Cloud deployment detected obstacles almost 20 m earlier than the device configuration under baseline conditions; this is a task outcome, not a Root gain.",Baseline cloud and on-device deployments; adverse cloud conditions use injected RTTs of 55–65 ms and more extreme p99-and-beyond latency.,"The paper evaluates a simulated emergency-braking loop with synthetic latency injection, not a robot system or a diagnostic tool. It does not provide per-request network/queue decomposition, packet or ACK traces, or compact temporal signatures of packet droughts and loss recovery."
arxiv:2605.03561,Enhancing Performance Insight at Scale: A Heterogeneous Framework for Exascale Diagnostics,https://arxiv.org/abs/2605.03561,"As exascale systems reach unprecedented concurrency, traditional performance analysis tools struggle with the overhead of massive-scale telemetry. We present an accelerated infrastructure for the hpcanalysis framework that leverages a high-performance C++ API and GPU parallelism to enable high-throughput diagnostics. Our C++ API achieves a 9.69-second ingestion time for 100,000 MPI ranks on Aurora. Furthermore, our GPU-accelerated layer achieves up to 314x speedup over CPU-based processing when analyzing 100,000 execution traces. Finally, we implement a topology-aware workflow that maps logical performance outliers to physical Slingshot interconnect coordinates, localizing network congestion across 22 distinct racks on Aurora. We also demonstrate how the framework's advanced interface seamlessly integrates with external tools to provide sophisticated analytical models. We introduce a novel tri-dimensional performance model that ""re-materializes"" iterative behavior from execution traces; using this model, we identified a 32.28% potential speedup for a GAMESS workload on Frontier.",firecrawl,n04,2,"Cluster MPI ranks by communication-cost outliers, join those ranks to compute-node metadata, then map outlier nodes’ POSIX IDs to physical Slingshot coordinates to localize congestion.","Rank-level communication measurements identify which participants are unusually slow; comparison with the other ranks separates outliers from broadly shared delay. Mapping the outlier ranks to node identities and then interconnect coordinates shows whether the delay is associated with particular physical regions. This localizes correlated network congestion, though it does not distinguish network delay from other causes of MPI latency by itself.","Attach at request or inference-phase timing that can be attributed to robot/server endpoints and network-facing transport events. Group comparable slow and healthy requests by endpoint or network path, then join outliers to available NIC, switch, or topology identifiers. Root could gain physical/path-level localization from sparse timing and metadata, but the paper does not establish that its MPI measurements transfer directly to robot inference.","On a controlled set of repeated inference requests, compare tail and healthy requests using phase-level communication timings and endpoint/path metadata. Test whether the outlier-grouping and topology-join workflow localizes an injected network impairment to its configured path or network region, while separately measuring server queueing, GPU, and action-application delays. Compare localization accuracy and collection overhead with full tracing.","By mapping the 202 outlier compute nodes to the interconnect, we determined that the congestion was not confined to a single rack or chassis. The affected nodes were distributed across 22 different racks","Selected PDF text, section VI, “Interconnect Mapping and Congestion Analysis.”",UNKNOWN,UNKNOWN,"The paper reports MPI rank-level performance outliers correlated with compute nodes and maps them to Slingshot coordinates, but does not establish packet-level causality or separate network congestion from endpoint and application effects. The transfer to request-level robot inference is therefore unvalidated; the paper provides no Root experiment."
