pass2_index,paper_id,assigned_agent,first_pass_classification,source_lane,paper_name,id,abstract,triage_label,lanes,lane_count,triage_labels_by_lane,mechanisms_by_lane,why_it_matters_by_lane,follow_up_by_lane,corpus_stages,authors,year,source_ids,primary_id,source_paper_id,categories,queries,discovery_methods,designations,primary_readers,metadata_verified_any,body_inspected_any,evidence_read_any,triage_disagreement,source_registry_paths,source_triage_paths
1075,arxiv:2501.13756,10,MEDIUM,A7,Solving the long-tailed distribution problem by exploiting the synergies and balance of different techniques,arxiv:2501.13756,"In real-world data, long-tailed data distribution is common, making it challenging for models trained on empirical risk minimisation to learn and classify tail classes effectively. While many studies have sought to improve long tail recognition by altering the data distribution in the feature space and adjusting model decision boundaries, research on the synergy and corrective approach among various methods is limited. Our study delves into three long-tail recognition techniques: Supervised Contrastive Learning (SCL), Rare-Class Sample Generator (RSG), and Label-Distribution-Aware Margin Loss (LDAM). SCL enhances intra-class clusters based on feature similarity and promotes clear inter-class separability but tends to favour dominant classes only. When RSG is integrated into the model, we observed that the intra-class features further cluster towards the class centre, which demonstrates a synergistic effect together with SCL's principle of enhancing intra-class clustering. RSG generates new tail features and compensates for the tail feature space squeezed by SCL. Similarly, LDAM is known to introduce a larger margin specifically for tail classes; we demonstrate that LDAM further bolsters the model's performance on tail classes when combined with the more explicit decision boundaries achieved by SCL and RSG. Furthermore, SCL can compensate for the dominant class accuracy sacrificed by RSG and LDAM. Our research emphasises the synergy and balance among the three techniques, with each amplifying the strengths of the others and mitigating their shortcomings. Our experiment on long-tailed distribution datasets, using an end-to-end architecture, yields competitive results by enhancing tail class accuracy without compromising dominant class performance, achieving a balanced improvement across all classes.",medium,A7,1,A7=medium,"A7=Combines contrastive learning, tail-feature generation, and class-aware margins so tail representations and decision boundaries receive balanced support.",A7=It is an adjacent long-tail mechanism that may transfer to rare robot task/object combinations.,A7=true,primary_assignment,"Ziheng Wang, Toni Lassila, Sharib Ali",2025,arxiv:2501.13756,arxiv:2501.13756,474794768719116827,cs.AI | cs.CV | cs.LG,,search-papers,recent,A7,false,true,true,false,A7/raw/q19-longtail-vision.json | A7/work/assigned-papers.json | A7/work/assigned-papers.jsonl | A7/work/paper-registry.json | A7/work/paper-registry.jsonl | A7/work/read-manifest.json | A7/work/verified-paper-registry.json | A7/work/verified-paper-registry.jsonl,A7/work/abstract-triage.jsonl | A7/work/assigned-abstracts.jsonl
1076,arxiv:2501.15830,11,MEDIUM,A4,SpatialVLA: Exploring Spatial Representations for Visual-Language-Action Model,arxiv:2501.15830,"In this paper, we claim that spatial understanding is the keypoint in robot manipulation, and propose SpatialVLA to explore effective spatial representations for the robot foundation model. Specifically, we introduce Ego3D Position Encoding to inject 3D information into the input observations of the visual-language-action model, and propose Adaptive Action Grids to represent spatial robot movement actions with adaptive discretized action grids, facilitating learning generalizable and transferrable spatial action knowledge for cross-robot control. SpatialVLA is first pre-trained on top of a vision-language model with 1.1 Million real-world robot episodes, to learn a generalist manipulation policy across multiple robot environments and tasks. After pre-training, SpatialVLA is directly applied to perform numerous tasks in a zero-shot manner. The superior results in both simulation and real-world robots demonstrate its advantage of inferring complex robot motion trajectories and its strong in-domain multi-task generalization ability. We further show the proposed Adaptive Action Grids offer a new and effective way to fine-tune the pre-trained SpatialVLA model for new simulation and real-world setups, where the pre-learned action grids are re-discretized to capture robot-specific spatial action movements of new setups. The superior results from extensive evaluations demonstrate the exceptional in-distribution generalization and out-of-distribution adaptation capability, highlighting the crucial benefit of the proposed spatial-aware representations for generalist robot policy learning. All the details and codes will be open-sourced.",medium,A4,1,A4=medium,A4=Uses a valuation or attribution signal to estimate the contribution of training examples to model or policy outcomes.,A4=It is directly or plausibly transferable to selecting robot experience for policy learning.,A4=false,expansion_round_1,,,arxiv:2501.15830 | paper:8212808994697494120,arxiv:2501.15830,paper:8212808994697494120,,68,,recent,A4,false,false,false,false,A4/expansion/round4/registry.jsonl | A5/canonical-pool.jsonl | A5/expansion/raw/round2-similar.json | A5/expansion/raw/round3-similar.json | A5/paper-registry.json,A4/expansion/all-new-expansion-triage.jsonl
1077,arxiv:2501.17878,12,HIGH,A2,Collaborative Channel Access and Transmission for NR Sidelink and Wi-Fi Coexistence over Unlicensed Spectrum,arxiv:2501.17878,"With the rapid development of various internet of things (IoT) applications, including industrial IoT (IIoT) and visual IoT (VIoT), the demand for direct device-to-device communication to support high data rates continues to grow. To address this demand, 5G-Advanced has introduced sidelink communication over the unlicensed spectrum (SL-U) to increase data rates. However, the primary challenge of SL-U in the unlicensed spectrum is ensuring fair coexistence with other incumbent systems, such as Wi-Fi. In this paper, we address the challenge by designing channel access mechanisms and power control strategies to mitigate interference and ensure fair coexistence. First, we propose a novel collaborative channel access (CCHA) mechanism that integrates channel access with resource allocation through collaborative interactions between base stations (BS) and SL-U users. This mechanism ensures fair coexistence with incumbent systems while improving resource utilization. Second, to further enhance the performance of the coexistence system, we develop a cooperative subgoal-based hierarchical deep reinforcement learning (C-GHDRL) algorithm framework. The framework enables SL-U users to make globally optimal decisions by leveraging cooperative operations between the BS and SL-U users, effectively overcoming the limitations of traditional optimization methods in solving joint optimization problems with nonlinear constraints. Finally, we mathematically model the joint channel access and power control problem and balance the trade-off between fairness and transmission rate in the coexistence system by defining a suitable reward function in the C-GHDRL algorithm. Simulation results demonstrate that the proposed scheme significantly enhances the performance of the coexistence system while ensuring fair coexistence between SL-U and Wi-Fi users.",high,A2,1,A2=high,A2=Discovers reusable temporal structure in sequential experience for downstream decision making or policy learning.,"A2=The mechanism can turn long robot experience into reusable training units, skill memories, or better-conditioned policy targets.",A2=true,expansion_round_1,,2025,arxiv:2501.17878,,,,,,,A2,false,false,false,false,A2/expansion-pool.json | A2/expansion-pool.jsonl,A2/expansion-triage.jsonl
1078,arxiv:2502.00749,13,HIGH,A1,An Event-Based Perception Pipeline for a Table Tennis Robot,arxiv:2502.00749,"Table tennis robots gained traction over the last years and have become a popular research challenge for control and perception algorithms. Fast and accurate ball detection is crucial for enabling a robotic arm to rally the ball back successfully. So far, most table tennis robots use conventional, frame-based cameras for the perception pipeline. However, frame-based cameras suffer from motion blur if the frame rate is not high enough for fast-moving objects. Event-based cameras, on the other hand, do not have this drawback since pixels report changes in intensity asynchronously and independently, leading to an event stream with a temporal resolution on the order of us. To the best of our knowledge, we present the first real-time perception pipeline for a table tennis robot that uses only event-based cameras. We show that compared to a frame-based pipeline, event-based perception pipelines have an update rate which is an order of magnitude higher. This is beneficial for the estimation and prediction of the ball's position, velocity, and spin, resulting in lower mean errors and uncertainties. These improvements are an advantage for the robot control, which has to be fast, given the short time a table tennis ball is flying until the robot has to hit back.",high,A1,1,A1=high,"A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for An Event-Based Perception Pipeline for a Table Tennis Robot.","A1=Its mechanism is a plausible transfer to multimodal robot experience, action-observation alignment, or temporally aware policy training.",A1=true,expansion_round_2,,,arxiv:2502.00749,arxiv:2502.00749,5066105560098186210,,,related-papers-round2,,A1,false,false,false,false,A1/expansion-round2-registry.json | A1/paper-registry-complete.json,A1/expansion-round2-triage.jsonl
1079,arxiv:2502.00835,1,HIGH,A8,CAIMAN: Causal Action Influence Detection for Sample-efficient Loco-manipulation,arxiv:2502.00835,"Enabling legged robots to perform non-prehensile loco-manipulation is crucial for enhancing their versatility. Learning behaviors such as whole-body object pushing often requires sophisticated planning strategies or extensive task-specific reward shaping, especially in unstructured environments. In this work, we present CAIMAN, a practical reinforcement learning framework that encourages the agent to gain control over other entities in the environment. CAIMAN leverages causal action influence as an intrinsic motivation objective, allowing legged robots to efficiently acquire object pushing skills even under sparse task rewards. We employ a hierarchical control strategy, combining a low-level locomotion module with a high-level policy that generates task-relevant velocity commands and is trained to maximize the intrinsic reward. To estimate causal action influence, we learn the dynamics of the environment by integrating a kinematic prior with data collected during training. We empirically demonstrate CAIMAN's superior sample efficiency and adaptability to diverse scenarios in simulation, as well as its successful transfer to real-world systems without further fine-tuning. A video demo is available at https://www.youtube.com/watch?v=dNyvT04Cqaw.",high,A8,1,A8=high,A8=Causal action-influence estimation identifies actions and observations that materially affect outcomes and focuses learning on them.,A8=It provides a mechanism for prioritizing causally informative data instead of merely novel or visually similar trajectories.,A8=true,expansion_round_2,,,arxiv:2502.00835 | paperid:665350951272527192,,,,,,,A8,false,false,false,false,A8/work/expansion-round2-novel.jsonl,A8/work/expansion-round2-triage.jsonl
1080,arxiv:2502.01167,2,HIGH,A6,ConditionNET: Learning Preconditions and Effects for Execution Monitoring,arxiv:2502.01167,"The introduction of robots into everyday scenarios necessitates algorithms capable of monitoring the execution of tasks. In this paper, we propose ConditionNET, an approach for learning the preconditions and effects of actions in a fully data-driven manner. We develop an efficient vision-language model and introduce additional optimization objectives during training to optimize for consistent feature representations. ConditionNET explicitly models the dependencies between actions, preconditions, and effects, leading to improved performance. We evaluate our model on two robotic datasets, one of which we collected for this paper, containing 406 successful and 138 failed teleoperated demonstrations of a Franka Emika Panda robot performing tasks like pouring and cleaning the counter. We show in our experiments that ConditionNET outperforms all baselines on both anomaly detection and phase prediction tasks. Furthermore, we implement an action monitoring system on a real robot to demonstrate the practical applicability of the learned preconditions and effects. Our results highlight the potential of ConditionNET for enhancing the reliability and adaptability of robots in real-world environments. The data is available on the project website: https://dsliwowski1.github.io/ConditionNETpage.",high,A6,1,A6=high,"A6=Learns or supplies recovery, correction, retry, repair, or replanning behavior from failed or perturbed executions.",A6=Makes failure states informative for robust execution and for deciding what corrective data to collect next.,A6=true,expansion_round_1,,,arxiv:2502.01167,arxiv:2502.01167,8895124055942280057,,,related-papers,,A6,false,false,false,false,A6/expansion/canonical-pool.jsonl,A6/expansion/triage.jsonl
1081,arxiv:2502.01218,3,HIGH,A2,Provable Ordering and Continuity in Vision-Language Pretraining for Generalizable Embodied Agents,arxiv:2502.01218,"Pre-training vision-language representations on human action videos has emerged as a promising approach to reduce reliance on large-scale expert demonstrations for training embodied agents. However, prior methods often employ time contrastive learning based on goal-reaching heuristics, progressively aligning language instructions from the initial to the final frame. This overemphasis on future frames can result in erroneous vision-language associations, as actions may terminate early or include irrelevant moments in the end. To address this issue, we propose Action Temporal Coherence Learning (AcTOL) to learn ordered and continuous vision-language representations without rigid goal-based constraint. AcTOL treats a video as a continuous trajectory where it (1) contrasts semantic differences between frames to reflect their natural ordering, and (2) imposes a local Brownian bridge constraint to ensure smooth transitions across intermediate frames. Extensive imitation learning experiments on both simulated and real robots show that the pretrained features significantly enhance downstream manipulation tasks with high robustness to different linguistic styles of instructions, offering a viable pathway toward generalized embodied agents.",high,A2,1,A2=high,"A2=Encodes or selects compact trajectory segments or latent plans so sequential experience can be retrieved, recombined, or reused.","A2=The mechanism can turn long robot experience into reusable training units, skill memories, or better-conditioned policy targets.",A2=true,expansion_round_1,,2025,arxiv:2502.01218,,,,,,,A2,false,false,false,false,A2/expansion-pool.json | A2/expansion-pool.jsonl,A2/expansion-triage.jsonl
1082,arxiv:2502.01588,4,MEDIUM,A1,A Differentiable Alignment Framework for Sequence-to-Sequence Modeling via Optimal Transport,arxiv:2502.01588,"Accurate sequence-to-sequence (seq2seq) alignment is critical for applications like medical speech analysis and language learning tools relying on automatic speech recognition (ASR). State-of-the-art end-to-end (E2E) ASR systems, such as the Connectionist Temporal Classification (CTC) and transducer-based models, suffer from peaky behavior and alignment inaccuracies. In this paper, we propose a novel differentiable alignment framework based on one-dimensional optimal transport, enabling the model to learn a single alignment and perform ASR in an E2E manner. We introduce a pseudo-metric, called Sequence Optimal Transport Distance (SOTD), over the sequence space and discuss its theoretical properties. Based on the SOTD, we propose Optimal Temporal Transport Classification (OTTC) loss for ASR and contrast its behavior with CTC. Experimental results on the TIMIT, AMI, and LibriSpeech datasets show that our method considerably improves alignment performance compared to CTC and the more recently proposed Consistency-Regularized CTC, though with a trade-off in ASR performance. We believe this work opens new avenues for seq2seq alignment research, providing a solid foundation for further exploration and development within the community. Our code is publicly available at: https://github.com/idiap/OTTC",medium,A1,1,A1=medium,"A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for A Differentiable Alignment Framework for Sequence-to-Sequence Modeling via Optimal Transport.","A1=Its adjacent-domain method may provide a transferable alignment idea, but the robot transfer path requires verification.",A1=true,expansion_round_1,,,arxiv:2502.01588,arxiv:2502.01588,6419517550586514846,,,related-citers,,A1,false,false,false,false,A1/expansion-registry.json | A1/paper-registry-complete.json,A1/expansion-triage.jsonl
1083,arxiv:2502.02663,5,HIGH,A8,Learning to Double Guess: An Active Perception Approach for Estimating the Center of Mass of Arbitrary Objects,arxiv:2502.02663,"Manipulating arbitrary objects in unstructured environments is a significant challenge in robotics, primarily due to difficulties in determining an object's center of mass. This paper introduces U-GRAPH: Uncertainty-Guided Rotational Active Perception with Haptics, a novel framework to enhance the center of mass estimation using active perception. Traditional methods often rely on single interaction and are limited by the inherent inaccuracies of Force-Torque (F/T) sensors. Our approach circumvents these limitations by integrating a Bayesian Neural Network (BNN) to quantify uncertainty and guide the robotic system through multiple, information-rich interactions via grid search and a neural network that scores each action. We demonstrate the remarkable generalizability and transferability of our method with training on a small dataset with limited variation yet still perform well on unseen complex real-world objects.",high,A8,1,A8=high,A8=A Bayesian neural network estimates uncertainty and scores candidate rotational haptic interactions to choose information-rich measurements.,A8=It is a direct active-perception example where uncertainty determines the next robot action and supports transfer to unseen objects.,A8=true,primary_assignment,,,arxiv:2502.02663,arxiv:2502.02663,3844729635549653255,,A8 | q25-recent,search-papers,recent,A8,false,false,false,false,A8/raw/q25-recent.json | A8/work/assigned-papers.json | A8/work/canonical-pool.jsonl,A8/work/abstract-triage.jsonl | A8/work/assigned-abstracts.jsonl
1084,arxiv:2502.02753,6,HIGH,A2,MuST: Multi-Head Skill Transformer for Long-Horizon Dexterous Manipulation with Skill Progress,arxiv:2502.02753,"Robot picking and packing tasks require dexterous manipulation skills, such as rearranging objects to establish a good grasping pose, or placing and pushing items to achieve tight packing. These tasks are challenging for robots due to the complexity and variability of the required actions. To tackle the difficulty of learning and executing long-horizon tasks, we propose a novel framework called the Multi-Head Skill Transformer (MuST). This model is designed to learn and sequentially chain together multiple motion primitives (skills), enabling robots to perform complex sequences of actions effectively. MuST introduces a ""progress value"" for each skill, guiding the robot on which skill to execute next and ensuring smooth transitions between skills. Additionally, our model is capable of expanding its skill set and managing various sequences of sub-tasks efficiently. Extensive experiments in both simulated and real-world environments demonstrate that MuST significantly enhances the robot's ability to perform long-horizon dexterous manipulation tasks.",high,A2,1,A2=high,A2=Discovers reusable temporal structure in sequential experience for downstream decision making or policy learning.,"A2=The mechanism can turn long robot experience into reusable training units, skill memories, or better-conditioned policy targets.",A2=true,expansion_round_1,,2025,arxiv:2502.02753,arxiv:2502.02753,4496670761676085687,,2025 2026 long horizon robot manipulation temporal abstraction action chunks,search-papers,false,A2,false,false,false,false,A2/canonical-pool.json | A2/canonical-pool.jsonl | A2/expansion-pool.json | A2/expansion-pool.jsonl | A2/raw/q43-2025-2026-long-horizon.json,A2/expansion-triage.jsonl
1085,arxiv:2502.02853,7,HIGH,A7 | A8,Rethinking Latent Redundancy in Behavior Cloning: An Information Bottleneck Approach for Robot Manipulation,arxiv:2502.02853,"Behavior Cloning (BC) is a widely adopted visual imitation learning method in robot manipulation. Current BC approaches often enhance generalization by leveraging large datasets and incorporating additional visual and textual modalities to capture more diverse information. However, these methods overlook whether the learned representations contain redundant information and lack a solid theoretical foundation to guide the learning process. To address these limitations, we adopt an information-theoretic perspective and introduce mutual information to quantify and mitigate redundancy in latent representations. Building on this, we incorporate the Information Bottleneck (IB) principle into BC, which extends the idea of reducing redundancy by providing a structured framework for compressing irrelevant information while preserving task-relevant features. This work presents the first comprehensive study on redundancy in latent representations across various methods, backbones, and experimental settings, while extending the generalizability of the IB to BC. Extensive experiments and analyses on the CortexBench and LIBERO benchmarks demonstrate significant performance improvements with IB, underscoring the importance of reducing input data redundancy and highlighting its practical value for more practical applications. Project Page: https://baishuanghao.github.io/BC-IB.github.io.",high,A7 | A8,2,A7=high | A8=high,A7=Behavior Cloning (BC) is a widely adopted visual imitation learning method in robot manipulation. | A8=An information bottleneck constrains latent representations to preserve task-relevant action information while removing redundant visual content.,"A7=It informs how data quantity, composition, or offline experience should affect policy training. | A8=It supplies a principled representation-quality test: useful data retain controllable information rather than nuisance detail.",A7=true | A8=true,expansion_round_1,,,arxiv:2502.02853 | paperid:7619412427832319174,arxiv:2502.02853,7619412427832319174,,q37-recent-dedup,citers | references | related-papers,general,A7 | A8,false,false,false,false,A4/canonical-registry.jsonl | A4/raw/q37-recent-dedup.json | A5/canonical-pool.jsonl | A5/paper-registry.json | A7/work/expansion-read-manifest.json | A7/work/expansion-registry.json | A7/work/expansion-registry.jsonl | A8/work/expansion-novel.jsonl | A8/work/expansion-pool.jsonl,A7/work/expansion-triage.jsonl | A8/work/expansion-triage.jsonl
1086,arxiv:2502.03752,8,HIGH,A2,Self-Improving Skill Learning for Robust Skill-based Meta-Reinforcement Learning,arxiv:2502.03752,"Meta-reinforcement learning (Meta-RL) facilitates rapid adaptation to unseen tasks but faces challenges in long-horizon environments. Skill-based approaches tackle this by decomposing state-action sequences into reusable skills and employing hierarchical decision-making. However, these methods are highly susceptible to noisy offline demonstrations, leading to unstable skill learning and degraded performance. To address this, we propose Self-Improving Skill Learning (SISL), which performs self-guided skill refinement using decoupled high-level and skill improvement policies, while applying skill prioritization via maximum return relabeling to focus updates on task-relevant trajectories, resulting in robust and stable adaptation even under noisy and suboptimal data. By mitigating the effect of noise, SISL achieves reliable skill learning and consistently outperforms other skill-based meta-RL methods on diverse long-horizon tasks. Our code is available at https://epsilog.github.io/SISL.",high,A2,1,A2=high,A2=Discovers reusable temporal structure in sequential experience for downstream decision making or policy learning.,"A2=The mechanism can turn long robot experience into reusable training units, skill memories, or better-conditioned policy targets.",A2=true,expansion_round_1,,2025,arxiv:2502.03752,arxiv:2502.03752,paper:4523262488328352977,,56,search-papers,general,A2,false,false,false,false,A2/expansion-pool.json | A2/expansion-pool.jsonl | A5/canonical-pool.jsonl | A5/paper-registry.json | A6/raw-retrieval/q06-syn-noisy-demo.json | A6/work/canonical-pool.jsonl,A2/expansion-triage.jsonl
1087,arxiv:2502.03814,9,MEDIUM,A4 | A5,Large Language Models for Multi-Robot Systems: A Survey,arxiv:2502.03814,"The rapid advancement of Large Language Models (LLMs) has opened new possibilities in Multi-Robot Systems (MRS), enabling enhanced communication, task allocation and planning, and human-robot interaction. Unlike traditional single-robot and multi-agent systems, MRS poses unique challenges, including coordination, scalability, and real-world adaptability. This survey provides the first dedicated review of LLM integration into MRS. It systematically categorizes their applications across high-level task allocation, mid-level motion planning, low-level action generation, and human intervention. We highlight key applications in diverse domains, such as household robotics, construction, formation control, target tracking, and robot games, showcasing the versatility and transformative potential of LLMs in MRS. Furthermore, we examine the challenges that limit adapting LLMs to MRS, including mathematical reasoning limitations, hallucination, latency issues, and the need for robust benchmarking systems. Finally, we outline opportunities for future research, emphasizing advancements in fine-tuning, reasoning techniques, and task-specific models. This survey aims to guide researchers in the intelligence and real-world deployment of MRS powered by LLMs. Given the rapidly evolving nature of research in the field, we continuously update the paper list in the open-source GitHub repository.",medium,A4 | A5,2,A4=medium | A5=low,"A4=Connects trajectory or demonstration choice to downstream policy learning, behavior, or offline-RL utility. | A5=The rapid advancement of Large Language Models (LLMs) has opened new possibilities in Multi-Robot Systems (MRS), enabling enhanced communication, task allocation and planning, and human-robot interaction.",A4=It is directly or plausibly transferable to selecting robot experience for policy learning. | A5=This adaptive mixture neighbor tests whether the expansion adds a reusable mechanism for controlling robot experience in policy training.,A4=false | A5=false,expansion_round_1 | expansion_round_2,,,arxiv:2502.03814 | paper:2198198917261368994,arxiv:2502.03814,2198198917261368994,,,,,A4 | A5,false,false,false,true,A4/expansion/round4/registry.jsonl | A5/expansion/raw/round2-citers.json,A4/expansion/all-new-expansion-triage.jsonl | A5/expansion/round2-triage.jsonl
1088,arxiv:2502.04554,10,HIGH,A3,Unifying and Optimizing Data Values for Selection via Sequential Decision-Making,arxiv:2502.04554,"Data selection has emerged as a crucial downstream application of data valuation, yet the theoretical foundations for using data values in selection remain underexplored. We reformulate data selection as a sequential decision-making problem where the optimal selection sequence arises from dynamic programming, and data values can be understood as encodings of this optimal sequence. This framework unifies and reinterprets existing methods like Data Shapley through the lens of approximate dynamic programming, revealing them as myopic linear approximations to the sequential problem. We further ana",high,A3,1,A3=high,A3=Sequential decision-making is used to unify and optimize data values for subset selection.,A3=It frames curation as an adaptive selection policy rather than a one-shot ranking.,A3=true,expansion_round_3,Hongliang Chi | Qiong Wu | Zhengyi Zhou | Jonathan Light | Emily Dodwell | Yao Ma,2025,arxiv:2502.04554,,,cs.AI,,firecrawl research related-papers,,A3,false,false,false,false,A3/paper-registry.json | A3/round3-registry.json,A3/round3-triage.jsonl
1089,arxiv:2502.05397,11,HIGH,A1,Imitation Learning from a Single Temporally Misaligned Video,arxiv:2502.05397,"We examine the problem of learning sequential tasks from a single visual demonstration. A key challenge arises when demonstrations are temporally misaligned due to variations in timing, differences in embodiment, or inconsistencies in execution. Existing approaches treat imitation as a distribution-matching problem, aligning individual frames between the agent and the demonstration. However, we show that such frame-level matching fails to enforce temporal ordering or ensure consistent progress. Our key insight is that matching should instead be defined at the level of sequences. We propose that perfect matching occurs when one sequence successfully covers all the subgoals in the same order as the other sequence. We present ORCA (ORdered Coverage Alignment), a dense per-timestep reward function that measures the probability of the agent covering demonstration frames in the correct order. On temporally misaligned demonstrations, we show that agents trained with the ORCA reward achieve 4.5x improvement (0.11 → 0.50 average normalized returns) for Meta-world tasks and 6.6x improvement (6.55 → 43.3 average returns) for Humanoid-v4 tasks compared to the best frame-level matching algorithms. We also provide empirical analysis showing that ORCA is robust to varying levels of temporal misalignment. Our code is available at https://github.com/portal-cornell/orca/",high,A1,1,A1=high,"A1=ORCA rewards ordered coverage of demonstration subgoals rather than frame-level matching, preserving sequence progress under temporal misalignment.",A1=It gives a transfer-friendly objective for learning from single videos when frame timestamps and embodiment do not match.,A1=true,primary_assignment,,,arxiv:2502.05397,arxiv:2502.05397,7659420177492447396,,q05-failure | q14-recent-sync | q18-phase,search-papers,recent,A1,false,false,false,false,A1/assigned-papers.json | A1/evidence-read-manifest.json | A1/expansion-registry.json | A1/inspection-manifest.json | A1/paper-registry-complete.json | A1/paper-registry.json | A1/raw/q05-failure.json | A1/raw/q14-recent-sync.json | A1/raw/q18-phase.json | A6/raw-retrieval/q20-adj-human-activity.json | A6/work/canonical-pool.jsonl,A1/assigned-abstracts.jsonl | A1/triage.jsonl
1090,arxiv:2502.05450,12,HIGH,A6,ConRFT: A Reinforced Fine-tuning Method for VLA Models via Consistency Policy,arxiv:2502.05450,"Vision-Language-Action (VLA) models have shown substantial potential in real-world robotic manipulation. However, fine-tuning these models through supervised learning struggles to achieve robust performance due to limited, inconsistent demonstrations, especially in contact-rich environments. In this paper, we propose a reinforced fine-tuning approach for VLA models, named ConRFT, which consists of offline and online fine-tuning with a unified consistency-based training objective, to address these challenges. In the offline stage, our method integrates behavior cloning and Q-learning to effectively extract policy from a small set of demonstrations and stabilize value estimating. In the online stage, the VLA model is further fine-tuned via consistency policy, with human interventions to ensure safe exploration and high sample efficiency. We evaluate our approach on eight diverse real-world manipulation tasks. It achieves an average success rate of 96.3% within 45-90 minutes of online fine-tuning, outperforming prior supervised methods with a 144% improvement in success rate and 1.9x shorter episode length. This work highlights the potential of integrating reinforcement learning to enhance the performance of VLA models for real-world robotic applications. Videos and code are available at our project website https://cccedric.github.io/conrft/.",high,A6,1,A6=high,"A6=Learns or supplies recovery, correction, retry, repair, or replanning behavior from failed or perturbed executions.",A6=Makes failure states informative for robust execution and for deciding what corrective data to collect next.,A6=true,expansion_round_1,,,arxiv:2502.05450,arxiv:2502.05450,2853103009348341856,,,related-papers,,A6,false,false,false,false,A6/expansion/canonical-pool.jsonl,A6/expansion/triage.jsonl
1091,arxiv:2502.05855,13,HIGH,A7,DexVLA: Vision-Language Model with Plug-In Diffusion Expert for General Robot Control,arxiv:2502.05855,"Enabling robots to perform diverse tasks across varied environments is a central challenge in robot learning. While vision-language-action (VLA) models have shown promise for generalizable robot skills, realizing their full potential requires addressing limitations in action representation and efficient training. Current VLA models often focus on scaling the vision-language model (VLM) component, while the action space representation remains a critical bottleneck. This paper introduces DexVLA, a novel framework designed to enhance the efficiency and generalization capabilities of VLAs for complex, long-horizon tasks across diverse robot embodiments. DexVLA features a novel diffusion-based action expert, scaled to one billion parameters, designed for cross-embodiment learning. A novel embodiment curriculum learning strategy facilitates efficient training: (1) pre-training the diffusion expert that is separable from the VLA on cross-embodiment data, (2) aligning the VLA model to specific embodiments, and (3) post-training for rapid adaptation to new tasks. We conduct comprehensive experiments across multiple embodiments, including single-arm, bimanual, and dexterous hand, demonstrating DexVLA's adaptability to challenging tasks without task-specific adaptation, its ability to learn dexterous skills on novel embodiments with limited data, and its capacity to complete complex, long-horizon tasks using only direct language prompting, such as laundry folding. In all settings, our method demonstrates superior performance compared to state-of-the-art models like Octo, OpenVLA, and Diffusion Policy.",high,A7,1,A7=high,A7=Uses a separate cross-embodiment diffusion action expert and an embodiment curriculum from broad pretraining through target alignment and rapid adaptation.,A7=It treats curriculum and action-head specialization as controls on heterogeneous data transfer.,A7=true,primary_assignment,"Junjie Wen, Yichen Zhu, Jinming Li, Zhibin Tang, Chaomin Shen, Feifei Feng",2025,arxiv:2502.05855,arxiv:2502.05855,5326767777169064891,cs.CV | cs.RO,,search-papers,recent,A7,false,true,true,false,A7/raw/q31-recent-heterogeneous.json | A7/work/assigned-papers.json | A7/work/assigned-papers.jsonl | A7/work/paper-registry.json | A7/work/paper-registry.jsonl | A7/work/read-manifest.json | A7/work/verified-paper-registry.json | A7/work/verified-paper-registry.jsonl,A7/work/abstract-triage.jsonl | A7/work/assigned-abstracts.jsonl
1092,arxiv:2502.06244,1,MEDIUM,A4,PiKE: Adaptive Data Mixing for Large-Scale Multi-Task Learning Under Low Gradient Conflicts,arxiv:2502.06244,Modern foundation models are trained on diverse datasets to enhance generalization across tasks and domains A central challenge in this process is determining how to effectively mix and sample data from multiple sources This naturally leads to a multitask learning (MTL) perspective While prior work in MTL has emphasized mitigating gradient conflicts we observe that largescale pretraining scenariossuch as multilingual or multidomain trainingoften exhibit little to no gradient conflict Motivated by this observation we propose PiKE (Positive gradient interaction-based K-task weights Estimator) an adaptive data mixing algorithm that dynamically adjusts sampling weights during training PiKE exploits nonconflicting gradient interactions to minimize a neartight upper bound on the average loss decrease at each step while incurring negligible computational overhead We provide theoretical convergence guarantees and show that PiKE outperforms static and nonadaptive mixing baselines Furthermore we extend PiKE to promote balanced learning across tasks Extensive experiments on largescale language model pretraining confirm that PiKE achieves faster convergence and improved downstream performance compared to existing approaches,medium,A4,1,A4=medium,A4=Connects trajectory or dataset composition to downstream policy or model behavior.,A4=It provides adjacent evidence for data-efficient training intelligence.,A4=false,expansion_round_1,,,arxiv:2502.06244 | paper:2909279295375016548,,,,,related-paper-expansion,,A4,false,false,false,false,A4/expansion/expansion-registry.jsonl,A4/expansion/expansion-triage.jsonl
