pass2_index,assigned_agent,paper_id,paper_title,first_pass_classification,source_lane,paper_name,id,abstract,triage_label,lanes,lane_count,triage_labels_by_lane,mechanisms_by_lane,why_it_matters_by_lane,follow_up_by_lane,corpus_stages,authors,year,source_ids,primary_id,source_paper_id,categories,queries,discovery_methods,designations,primary_readers,metadata_verified_any,body_inspected_any,evidence_read_any,triage_disagreement,source_registry_paths,source_triage_paths
434,5,8829112103335342304,Harmonia: End-to-End RAG Serving Optimization,MEDIUM,B6,Harmonia: End-to-End RAG Serving Optimization,arxiv:2505.07833,"Retrieval-Augmented Generation (RAG) improves the reliability of large language models by integrating external knowledge, but serving RAG pipelines efficiently is challenging because requests traverse heterogeneous components spanning LLM inference, databases, and CPU-side processing. We present Harmonia, an end-to-end RAG serving framework that addresses these bottlenecks through (i) a flexible pipeline specification interface for composing custom workflows, (ii) heterogeneity-aware deployment that provisions and configures components as a distributed inference system, and (iii) a closed-loop runtime controller that monitors load and execution progress and reduces SLO violations through request prioritization and auto-scaling. Across four RAG applications, Harmonia outperforms commercial alternatives, improving throughput by more than 2.04x while reducing SLO violations by up to 78.4 percent.",medium,B6,1,B6=medium,"B6=The abstract describes loading, caching, or warm-start behavior as a source of inference startup or steady-state latency.",B6=It helps separate startup effects from steady-state timing in an inference episode.,B6=false,expansion_round_1,,,,arxiv:2505.07833,8829112103335342304,,,,,B6,false,false,false,false,b6/expansion/expansion-registry.jsonl | b6/expansion/inspection-manifest.jsonl,b6/expansion/expansion-triage.jsonl
435,1,7690300414635051696,RT-Cache: Training-Free Retrieval for Real-Time Manipulation,MEDIUM,B8,RT-Cache: Training-Free Retrieval for Real-Time Manipulation,arxiv:2505.09040,"Real robots are expected to repeat the same behavior in new environments with very little new data, yet modern controllers either incur heavy per-step inference or require deployment-time fine-tuning. We propose RT-Cache, a training-free retrieval-as-control pipeline that caches diverse image action trajectories in a unified vector memory and, at test time, embeds the current frame to retrieve and replay multi-step snippets, replacing per-step model calls. A hierarchical search keeps lookups sub-second at million scale, shifting cost from compute to storage and enabling real-time control on modest GPUs. Across real-robot tasks and large open logs, RT-Cache achieves higher success and lower completion time than strong retrieval baselines (approximately x2 higher success and 30% faster in our settings), and a single-episode anchoring study shows immediate adaptation to a more complex, contact-rich task without fine-tuning. RT-Cache turns experience into an append-only memory, offering a simple, scalable path to few-shot deployment today and a foundation for multimodal keys and optional integration with high-level policies. Project page: https://rt-cache.github.io/.",medium,B8,1,B8=medium,"B8=The paper records execution inputs, events, or checkpoints and replays them to reproduce behavior under controlled conditions.","B8=It transfers directly to robot inference episodes by linking sensor, middleware, inference, and outcome evidence.",B8=false,primary_assignment,,2025,arxiv:2505.09040,arxiv:2505.09040,7690300414635051696,,direct-02 | direct-03,firecrawl research search-papers,recent,B8,true,true,false,false,b8/assigned-paper-manifest.json | b8/canonical-registry.json | b8/inspection-manifest.json | b8/raw/direct-02.json | b8/raw/direct-03.json,b8/abstract-triage.jsonl
436,2,4389322242729732064,A domain adaptation neural network for digital twin-supported fault diagnosis,MEDIUM,B8,A domain adaptation neural network for digital twin-supported fault diagnosis,arxiv:2505.21046,"Digital twins offer a promising solution to the lack of sufficient labeled data in deep learning-based fault diagnosis by generating simulated data for model training. However, discrepancies between simulation and real-world systems can lead to a significant drop in performance when models are applied in real scenarios. To address this issue, we propose a fault diagnosis framework based on Domain-Adversarial Neural Networks (DANN), which enables knowledge transfer from simulated (source domain) to real-world (target domain) data. We evaluate the proposed framework using a publicly available robotics fault diagnosis dataset, which includes 3,600 sequences generated by a digital twin model and 90 real sequences collected from physical systems. The DANN method is compared with commonly used lightweight deep learning models such as CNN, TCN, Transformer, and LSTM. Experimental results show that incorporating domain adaptation significantly improves the diagnostic performance. For example, applying DANN to a baseline CNN model improves its accuracy from 70.00% to 80.22% on real-world test data, demonstrating the effectiveness of domain adaptation in bridging the sim-to-real gap.",medium,B8,1,B8=medium,B8=The paper uses simulation or a digital twin to reconstruct scenarios and evaluate system behavior under repeatable conditions.,"B8=It transfers directly to robot inference episodes by linking sensor, middleware, inference, and outcome evidence.",B8=false,primary_assignment,,2025,arxiv:2505.21046,arxiv:2505.21046,4389322242729732064,,adjacent-04,firecrawl research search-papers,recent,B8,true,true,false,false,b8/assigned-paper-manifest.json | b8/canonical-registry.json | b8/inspection-manifest.json | b8/raw/adjacent-04.json,b8/abstract-triage.jsonl
437,3,2056223403963298418,From Failures to Fixes: LLM-Driven Scenario Repair for Self-Evolving Autonomous Driving,MEDIUM,B8,From Failures to Fixes: LLM-Driven Scenario Repair for Self-Evolving Autonomous Driving,arxiv:2505.22067,"Ensuring robust and generalizable autonomous driving requires not only broad scenario coverage but also efficient repair of failure cases, particularly those related to challenging and safety-critical scenarios. However, existing scenario generation and selection methods often lack adaptivity and semantic relevance, limiting their impact on performance improvement. In this paper, we propose SERA, an LLM-powered framework that enables autonomous driving systems to self-evolve by repairing failure cases through targeted scenario recommendation. By analyzing performance logs, SERA identifies failure patterns and dynamically retrieves semantically aligned scenarios from a structured bank. An LLM-based reflection mechanism further refines these recommendations to maximize relevance and diversity. The selected scenarios are used for few-shot fine-tuning, enabling targeted adaptation with minimal data. Experiments on the benchmark show that SERA consistently improves key metrics across multiple autonomous driving baselines, demonstrating its effectiveness and generalizability under safety-critical conditions.",medium,B8,1,B8=medium,B8=Expansion candidate was surfaced by a related-paper graph around a B8 seed and is triaged from its title and abstract.,"B8=It may add a reusable observability, replay, timing, or failure-injection mechanism to the B8 evidence family.",B8=true,expansion_round_1,,2025,2056223403963298418 | 2505.22067 | arxiv:2505.22067,arxiv:2505.22067,2056223403963298418,,,,,B8,false,false,false,false,b8/expansion-canonical-registry.json | b8/expansion-registry.json,b8/expansion-triage.jsonl
438,4,arxiv:2506.01135,Understanding and Mitigating Network Latency Effect on Teleoperated-Robot with Extended Reality,MEDIUM,B4,Understanding and Mitigating Network Latency Effect on Teleoperated-Robot with Extended Reality,arxiv:2506.01135,"Robot teleoperation with extended reality (XR teleoperation) enables intuitive interaction by allowing remote robots to mimic user motions with real-time 3D feedback. However, existing systems face significant motion-to-motion (M2M) latency--the delay between the user's latest motion and the corresponding robot feedback--leading to high teleoperation error and mission completion time. This issue stems from the system's exclusive reliance on network communication, making it highly vulnerable to network degradation. To address these challenges, we introduce TeleXR, the first end-to-end, fully op",medium,B4,1,B4=medium,B4=scheduling/deadline policy; stage-wise latency attribution; robotic or cyber-physical transfer; network/transport transfer,"B4=Directly informs the Reflex robot-loop timing budget and the evidence needed to separate execution, transport, and hardware effects.",B4=true,primary_assignment,Ziliang Zhang; Cong Liu; Hyoseung Kim,2025,arxiv:2506.01135,arxiv:2506.01135,arxiv:2506.01135,cs.HC | cs.NI | cs.RO,q01-tail-latency-jitter.json | q03-queueing-delay-scheduling.json,,,B4,false,false,false,false,b4/assigned-paper-manifest.jsonl | b4/canonical-registry.json | b4/raw-retrieval/q01-tail-latency-jitter.json | b4/raw-retrieval/q03-queueing-delay-scheduling.json | b5/canonical-registry.jsonl | b5/raw-retrieval/q04-direct-teleop.json | b5/raw-retrieval/q21-failure-stale.json | b5/raw-retrieval/q26-failure-wireless.json | b5/raw-retrieval/q46-recent-teleop.json | b5/raw-retrieval/q49-recent-transport.json | b7/expansion/expansion-registry-final.json | b7/expansion/expansion-registry.json,b4/abstract-triage.jsonl
439,5,4838707103523640739,eACGM: Non-instrumented Performance Tracing and Anomaly Detection towards Machine Learning Systems,HIGH,B2 | B6,eACGM: Non-instrumented Performance Tracing and Anomaly Detection towards Machine Learning Systems,arxiv:2506.02007,"We present eACGM, a full-stack AI/ML system monitoring framework based on eBPF. eACGM collects real-time performance data from key hardware components, including the GPU and network communication layer, as well as from key software stacks such as CUDA, Python, and PyTorch, all without requiring any code instrumentation or modifications. Additionally, it leverages libnvml to gather process-level GPU resource usage information. By applying a Gaussian Mixture Model (GMM) to the collected multidimensional performance metrics for statistical modeling and clustering analysis, eACGM effectively identifies complex failure modes, such as latency anomalies, hardware failures, and communication inefficiencies, enabling rapid diagnosis of system bottlenecks and abnormal behaviors. To evaluate eACGM's effectiveness and practicality, we conducted extensive empirical studies and case analyses in multi-node distributed training scenarios. The results demonstrate that eACGM, while maintaining a non-intrusive and low-overhead profile, successfully captures critical performance anomalies during model training and inference. Its stable anomaly detection performance and comprehensive monitoring capabilities validate its applicability and scalability in real-world production environments, providing strong support for performance optimization and fault diagnosis in large-scale AI/ML systems.",high,B2 | B6,2,B2=high | B6=high,"B2=Performs non-intrusive performance tracing and anomaly detection from system-level events. | B6=The abstract describes profiling, tracing, prediction, or decomposition to localize latency across serving, host, runtime, kernel, and device layers.",B2=Offers observability when application or connector source instrumentation is unavailable. | B6=It offers a concrete localization or measurement pattern for runtime observability around an inference episode.,B2=true | B6=true,primary_assignment,"Ruilin Xu, Zongxuan Xie, Pengfei Chen",2025,arxiv:2506.02007,arxiv:2506.02007,4838707103523640739,cs.AI | cs.DC | cs.NI,q08-ebpf | q45,firecrawl research search-papers | semantic-search,false | recent-2024-current,B2 | B6,false,true,false,false,b2/raw-q08-ebpf.txt | b2/registry-final.json | b2/registry.json | b3/raw-q21-ebpf.json | b3/raw-q39-recent-ebpf.json | b3/registry.json | b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/follow-up-manifest.jsonl | b6/inspection-evidence.jsonl | b6/inspection-manifest.jsonl | b6/raw-retrieval/q45-recent-profiling.json | b6/read-evidence-manifest.jsonl,b2/triage-final.jsonl | b2/triage.jsonl | b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl
440,1,5494443743789900643,Characterization of latency and jitter in TSN emulation,MEDIUM,B4 | B7,Characterization of latency and jitter in TSN emulation,arxiv:2506.02133,"This research focuses on timestamping methods for profiling network traffic in software-based environments. Accurate timestamping is crucial for evaluating network performance, particularly in Time-Sensitive Networking (TSN). We explore and compare four timestamping techniques within a TSN emulation context, though its findings extend to other network scenarios. The study leverages the Mininet emulator to model TSN networks, defining hosts, bridges, links, and traffic streams. It characterizes bridge latencies and jitter, solves the TSN scheduling problem based on measured parameters, and evaluates the correctness of a deployed schedule for a use case. Key contributions include a methodology for software-based timestamping, solutions for TSN emulation challenges in Linux and Mininet, and experimental insights for optimizing TSN emulation platforms on various system configurations, with and without Intel TCC, either on a high-end workstation or on an industrial PC.",medium,B4 | B7,2,B4=medium | B7=medium,B4=jitter and timing variation; scheduling/deadline policy; stage-wise latency attribution; network/transport transfer | B7=Compares software timestamping techniques and validates TSN schedule correctness from measured bridge latency and jitter.,B4=Supplies a transferable mechanism for explaining tail behavior and deciding which per-stage measurements the Reflex evidence model must preserve. | B7=Timestamp-method choice and schedule validation are directly transferable to networked robot connectors.,B4=true | B7=true,primary_assignment,Álex Gracia; José Luis Briz; Héctor Blanco-Alcaine; Juan Segarra; Alitzel G. Torres-Macías; Antonio Ramírez-Treviño,2025,arxiv:2506.02133,arxiv:2506.02133,5494443743789900643,cs.NI,q09-jitter-real-time-systems.json,,,B4 | B7,false,false,false,false,b4/assigned-paper-manifest.jsonl | b4/canonical-registry.json | b4/raw-retrieval/q09-jitter-real-time-systems.json | b5/canonical-registry.jsonl | b5/raw-retrieval/q20-mech-timing.json | b7/assigned-paper-manifest.json | b7/assigned-paper-manifest.jsonl | b7/canonical-registry.json | b7/raw-retrieval/q37-foundational-e2e.json,b4/abstract-triage.jsonl | b7/abstract-triage.jsonl
441,2,arxiv:2506.03059,Backpressure-based Mean-field Type Game for Scheduling in Multi-Hop Wireless Sensor Networks,MEDIUM,B4,Backpressure-based Mean-field Type Game for Scheduling in Multi-Hop Wireless Sensor Networks,arxiv:2506.03059,"We propose a Mean-Field Type Game (MFTG) framework for effective scheduling in multi-hop wireless sensor networks (WSNs) using backpressure as a performance criterion. Traditional backpressure algorithms leverage queue differentials to regulate data flow and maintain network stability. In this work, we extend the backpressure framework by incorporating a mean-field term into the cost functional, capturing the global behavior of the system alongside local dynamics. The resulting model utilizes the strengths of non-cooperative mean-field type games, enabling nodes to make decentralized decisions",medium,B4,1,B4=medium,B4=queueing and buffering; scheduling/deadline policy; backpressure/overload control; network/transport transfer,B4=Supplies a transferable mechanism for explaining tail behavior and deciding which per-stage measurements the Reflex evidence model must preserve.,B4=true,primary_assignment,Salah Eddine Choutri; Boualem Djehiche; Prajwal Chauhan; Saif Eddin Jabari,2026,arxiv:2506.03059,arxiv:2506.03059,arxiv:2506.03059,cs.SY | eess.SY | math.OC,q05-backpressure-sensor-stream.json | q13-DDS-QoS-queue.json,,,B4,false,false,false,false,b4/assigned-paper-manifest.jsonl | b4/canonical-registry.json | b4/raw-retrieval/q05-backpressure-sensor-stream.json | b4/raw-retrieval/q13-DDS-QoS-queue.json,b4/abstract-triage.jsonl
442,3,2086215060043610282,ROSGuard: A Bandwidth Regulation Mechanism for ROS2-based Applications,HIGH,B7,ROSGuard: A Bandwidth Regulation Mechanism for ROS2-based Applications,arxiv:2506.04640,"Multicore timing interference, arising when multiple requests contend for the same shared hardware resources, is a primary concern for timing verification and validation of time-critical applications. Bandwidth control and regulation approaches have been proposed in the literature as an effective method to monitor and limit the impact of timing interference at run time. These approaches seek for fine-grained control of the bandwidth consumption (at the microsecond level) to meet stringent timing requirements on embedded critical systems. Such granularity and configurations, while effective, can become an entry barrier for the application of bandwidth control to a wide class of productized, modular ROS2 applications. This is so because those applications have less stringent timing requirements but would still benefit from bandwidth regulation, though under less restrictive, and therefore more portable, granularity and configurations. In this work, we provide ROSGuard, a highly-portable, modular implementation of a timing interference monitoring and control mechanism that builds on the abstractions available on top of a generic and portable Linux-based software stack with the Robotic Operating System 2 (ROS2) layer, a widespreadedly adopted middleware for a wide class of industrial applications, far beyond the robotic domain. We deploy ROSGuard on an NVIDIA AGX Orin platform as a representative target for functionally rich distributed AI-based applications and a set of synthetic and real-world benchmarks. We apply an effective bandwidth regulation scheme on ROS2-based applications and achieve comparable effectiveness to specialized, finer-grained state-of-the-art solutions.",high,B7,1,B7=high,B7=Monitors and regulates shared-resource bandwidth interference in portable ROS2 applications on Linux and NVIDIA hardware.,B7=It links resource contention telemetry to timing degradation at the ROS2 layer.,B7=true,expansion_round_1,,,arxiv:2506.04640,arxiv:2506.04640,2086215060043610282,,18-ros2-timing,,,B7,false,false,false,false,b1/expansion/expansion-manifest.jsonl | b3/raw-q18-ros2-timing.json | b3/registry.json | b4/raw-retrieval/q12-ROS-2-executor.json | b5/canonical-registry.jsonl | b5/raw-retrieval/q43-recent-robot.json | b7/canonical-registry.json | b7/expansion/expansion-registry-final.json | b7/expansion/expansion-registry.json | b7/raw-retrieval/q42-recent-performance.json,b7/expansion-additions-triage.jsonl
443,4,2761769335822054080,Robust sensor fusion against on-vehicle sensor staleness,HIGH,B5,Robust sensor fusion against on-vehicle sensor staleness,arxiv:2506.05780,"Sensor fusion is crucial for a performant and robust Perception system in autonomous vehicles, but sensor staleness, where data from different sensors arrives with varying delays, poses significant challenges. Temporal misalignment between sensor modalities leads to inconsistent object state estimates, severely degrading the quality of trajectory predictions that are critical for safety. We present a novel and model-agnostic approach to address this problem via (1) a per-point timestamp offset feature (for LiDAR and radar both relative to camera) that enables fine-grained temporal awareness in sensor fusion, and (2) a data augmentation strategy that simulates realistic sensor staleness patterns observed in deployed vehicles. Our method is integrated into a perspective-view detection model that consumes sensor data from multiple LiDARs, radars and cameras. We demonstrate that while a conventional model shows significant regressions when one sensor modality is stale, our approach reaches consistently good performance across both synchronized and stale conditions.",high,B5,1,B5=high,"B5=The abstract exposes timing, deadline, timestamp, sequence, causal, or clock-synchronization mechanisms relevant to transport attribution.","B5=It supplies a transferable diagnostic or design hypothesis for detecting transport-induced loss, duplication, reordering, staleness, timing error, or observation/action mismatch in the Reflex episode loop.",B5=true,primary_assignment,"Meng Fan, Yifan Zuo, Patrick Blaes, Harley Montgomery, Subhasis Das",,arxiv:2506.05780,arxiv:2506.05780,2761769335822054080,,q05-direct-rosdds | q19-mech-freshness | q32-adj-av | q43-recent-robot,,,B5,false,false,false,false,b1/canonical-registry.jsonl | b1/raw-q07-robotics.json | b5/assigned-paper-manifest.json | b5/assigned-paper-manifest.jsonl | b5/canonical-registry.jsonl | b5/evidence-digest.jsonl | b5/raw-retrieval/q05-direct-rosdds.json | b5/raw-retrieval/q19-mech-freshness.json | b5/raw-retrieval/q32-adj-av.json | b5/raw-retrieval/q43-recent-robot.json | b7/canonical-registry.json | b7/raw-retrieval/q14-mechanism-clock.json | b7/raw-retrieval/q26-adjacent-av.json,b5/abstract-triage.jsonl
444,5,2781372565359640974,Generating representative macrobenchmark microservice systems from distributed traces with Palette,MEDIUM,B2 | B8,Generating representative macrobenchmark microservice systems from distributed traces with Palette,arxiv:2506.06448,"Microservices are the dominant design for developing cloud systems today. Advancements for microservice need to be evaluated in representative systems, e.g. with matching scale, topology, and execution patterns. Unfortunately in practice, researchers and practitioners alike often do not have access to representative systems. Thus they have to resort to sub-optimal non-representative alternatives, e.g. small and oversimplified synthetic benchmark systems or simulated system models instead. To solve this issue, we propose the use of distributed trace datasets, available from large internet companies, to generate representative microservice systems. To do so, we introduce a novel abstraction of a system topology which uses Graphical Causal Models (GCMs) to model the underlying system by incorporating the branching probabilities, execution order of outgoing calls to every dependency, and execution times. We then incorporate this topology in Palette, a system that generates representative flexible macrobenchmarks microservice systems from distributed traces.",medium,B2 | B8,2,B2=medium | B8=medium,B2=Uses distributed traces to synthesize benchmark systems matching topology and execution patterns. | B8=Expansion candidate was surfaced by a related-paper graph around a B8 seed and is triaged from its title and abstract.,"B2=Enables replay and reproduction experiments with robot-like cross-stage trace structures. | B8=It may add a reusable observability, replay, timing, or failure-injection mechanism to the B8 evidence family.",B2=true | B8=true,expansion_round_1 | primary_assignment,Vaastav Anand | Matheus Stolet | Jonathan Mace | Antoine Kaufmann,2025,arxiv:2506.06448,arxiv:2506.06448,2781372565359640974,cs.DC,q01-direct | q12-recent,semantic-search,recent-2024-current,B2 | B8,false,false,false,false,b2/raw-q01-direct.txt | b2/raw-q12-recent.txt | b2/registry-final.json | b2/registry.json | b3/expansion-registry.json | b3/raw-q04-trace-causality.json | b3/registry.json | b8/expansion-registry.json,b2/triage-final.jsonl | b2/triage.jsonl | b8/expansion-triage.jsonl
445,1,1192695698442646480,Model Discovery and Graph Simulation: A Lightweight Gateway to Chaos Engineering,HIGH,B8,Model Discovery and Graph Simulation: A Lightweight Gateway to Chaos Engineering,arxiv:2506.11176,"Chaos engineering reveals resilience risks but is expensive and operationally risky to run broadly and often. Model-based analyses can estimate dependability, yet in practice they are tricky to build and keep current because models are typically handcrafted. We claim that a simple connectivity-only topological model - just the service-dependency graph plus replica counts - can provide fast, low-risk availability estimates under fail-stop faults. To make this claim practical without hand-built models, we introduce model discovery: an automated step that can run in CI/CD or as an observability-platform capability, synthesizing an explicit, analyzable model from artifacts teams already have (e.g., distributed traces, service-mesh telemetry, configs/manifests) - providing an accessible gateway for teams to begin resilience testing. As a proof by instance on the DeathStarBench Social Network, we extract the dependency graph from Jaeger and estimate availability across two deployment modes and five failure rates. The discovered model closely tracks live fault-injection results; with replication, median error at mid-range failure rates is near zero, while no-replication shows signed biases consistent with excluded mechanisms. These results create two opportunities: first, to triage and reduce the scope of expensive chaos experiments in advance, and second, to generate real-time signals on the system's resilience posture as its topology evolves, preserving live validation for the most critical or ambiguous scenarios.",high,B8,1,B8=high,B8=The paper uses runtime traces and correlated message or compute events to expose execution paths and timing behavior.,"B8=It transfers directly to robot inference episodes by linking sensor, middleware, inference, and outcome evidence.",B8=true,primary_assignment,,2025,arxiv:2506.11176,arxiv:2506.11176,1192695698442646480,,adjacent-01 | adjacent-05 | direct-04,firecrawl research search-papers,recent,B8,true,true,true,false,b8/assigned-paper-manifest.json | b8/canonical-registry.json | b8/follow-up-manifest.json | b8/inspection-manifest.json | b8/raw/adjacent-01.json | b8/raw/adjacent-05.json | b8/raw/direct-04.json | b8/targeted-read-manifest.json,b8/abstract-triage.jsonl
446,2,8911923912397180672,GAMORA: A Gesture Articulated Meta Operative Robotic Arm for Hazardous Material Handling in Containment-Level Environments,HIGH,B8,GAMORA: A Gesture Articulated Meta Operative Robotic Arm for Hazardous Material Handling in Containment-Level Environments,arxiv:2506.14513,"The convergence of robotics and virtual reality (VR) has enabled safer and more efficient workflows in high-risk laboratory settings, particularly virology labs. As biohazard complexity increases, minimizing direct human exposure while maintaining precision becomes essential. We propose GAMORA (Gesture Articulated Meta Operative Robotic Arm), a novel VR-guided robotic system that enables remote execution of hazardous tasks using natural hand gestures. Unlike existing scripted automation or traditional teleoperation, GAMORA integrates the Oculus Quest 2, NVIDIA Jetson Nano, and Robot Operating System (ROS) to provide real-time immersive control, digital twin simulation, and inverse kinematics-based articulation. The system supports VR-based training and simulation while executing precision tasks in physical environments via a 3D-printed robotic arm. Inverse kinematics ensure accurate manipulation for delicate operations such as specimen handling and pipetting. The pipeline includes Unity-based 3D environment construction, real-time motion planning, and hardware-in-the-loop testing. GAMORA achieved a mean positional discrepancy of 2.2 mm (improved from 4 mm), pipetting accuracy within 0.2 mL, and repeatability of 1.2 mm across 50 trials. Integrated object detection via YOLOv8 enhances spatial awareness, while energy-efficient operation (50% reduced power output) ensures sustainable deployment. The system's digital-physical feedback loop enables safe, precise, and repeatable automation of high-risk lab tasks. GAMORA offers a scalable, immersive solution for robotic control and biosafety in biomedical research environments.",high,B8,1,B8=high,B8=Expansion candidate was surfaced by a related-paper graph around a B8 seed and is triaged from its title and abstract.,"B8=It may add a reusable observability, replay, timing, or failure-injection mechanism to the B8 evidence family.",B8=true,expansion_round_1,,2025,2506.14513 | 8911923912397180672 | arxiv:2506.14513,arxiv:2506.14513,8911923912397180672,,,,,B8,false,false,false,false,b8/expansion-canonical-registry.json | b8/expansion-registry.json,b8/expansion-triage.jsonl
447,3,2129969028896478575,Automatic Metadata Capture and Processing for High-Performance Workflows,HIGH,B2,Automatic Metadata Capture and Processing for High-Performance Workflows,arxiv:2506.15537,"This paper develops software to collect metadata annotations for workflows on heterogeneous HPC systems, experiments with two storage formats, and reorganizes captured metadata for workflow performance analysis and reproducibility.",high,B2,1,B2=high,B2=Collects workflow-run metadata on heterogeneous HPC systems and normalizes annotations into reusable formats for performance study and reproducibility.,"B2=Supports immutable execution records when robot episodes span device, host, and remote accelerator environments.",B2=true,primary_assignment,Polina Shpilker | Line Pouchard,2025,,,2129969028896478575,cs.DC,expansion-citers-01,related-citers,recent-2024-current,B2,false,false,false,false,b2/registry-expansion-additions.json | b2/registry-final.json,b2/triage-expansion-additions.jsonl | b2/triage-final.jsonl
448,4,941610227651593359,ROS 2 Agnocast: Supporting Unsized Message Types for True Zero-Copy Publish/Subscribe IPC,HIGH,B7,ROS 2 Agnocast: Supporting Unsized Message Types for True Zero-Copy Publish/Subscribe IPC,arxiv:2506.16882,"Robot applications, comprising independent components that mutually publish/subscribe messages, are built on inter-process communication (IPC) middleware such as Robot Operating System 2 (ROS 2). In large-scale ROS 2 systems like autonomous driving platforms, true zero-copy communication -- eliminating serialization and deserialization -- is crucial for efficiency and real-time performance. However, existing true zero-copy middleware solutions lack widespread adoption as they fail to meet three essential requirements: 1) Support for all ROS 2 message types including unsized ones; 2) Minimal modifications to existing application code; 3) Selective implementation of zero-copy communication between specific nodes while maintaining conventional communication mechanisms for other inter-node communications including inter-host node communications. This first requirement is critical, as production-grade ROS 2 projects like Autoware rely heavily on unsized message types throughout their codebase to handle diverse use cases (e.g., various sensors), and depend on the broader ROS 2 ecosystem, where unsized message types are pervasive in libraries. The remaining requirements facilitate seamless integration with existing projects. While IceOryx middleware, a practical true zero-copy solution, meets all but the first requirement, other studies achieving the first requirement fail to satisfy the remaining criteria. This paper presents Agnocast, a true zero-copy IPC framework applicable to ROS 2 C++ on Linux that fulfills all these requirements. Our evaluation demonstrates that Agnocast maintains constant IPC overhead regardless of message size, even for unsized message types. In Autoware PointCloud Preprocessing, Agnocast achieves a 16% improvement in average response time and a 25% improvement in worst-case response time.",high,B7,1,B7=high,B7=Provides selective ROS 2 true-zero-copy IPC for unsized messages while retaining conventional paths and constant message-size overhead.,B7=It isolates serialization/copying as a measurable stage and reports response-time effects in an Autoware point-cloud path.,B7=true,primary_assignment,,,arxiv:2506.16882,arxiv:2506.16882,941610227651593359,,38-recent-ros,,,B7,false,false,false,false,b3/raw-q38-recent-ros.json | b3/registry.json | b5/canonical-registry.jsonl | b5/raw-retrieval/q03-direct-command.json | b5/raw-retrieval/q05-direct-rosdds.json | b5/raw-retrieval/q43-recent-robot.json | b5/raw-retrieval/q44-recent-rosdds.json | b7/assigned-paper-manifest.json | b7/assigned-paper-manifest.jsonl | b7/canonical-registry.json | b7/expansion/expansion-registry-final.json | b7/expansion/expansion-registry.json | b7/raw-retrieval/q13-mechanism-zerocopy.json | b7/raw-retrieval/q22-failure-serialization.json | b7/raw-retrieval/q42-recent-performance.json,b7/abstract-triage.jsonl
449,5,4517902818077719198,Adaptive Request Scheduling for CodeLLM Serving with SLA Guarantees,MEDIUM,B6,Adaptive Request Scheduling for CodeLLM Serving with SLA Guarantees,arxiv:2506.19677,"Code Large Language Models (CodeLLMs) are increasingly integrated into modern software development workflows, yet efficiently serving them in resource-constrained, self-hosted environments remains a significant challenge. Existing LLM serving systems employs Continuous Batching for throughput improvement. However, they rely on static batch size configurations that cannot adapt to fluctuating request rates or heterogeneous workloads, leading to frequent SLA (Service Level Agreement) violations and unstable performance. In this study, We propose SABER, a dynamic batching strategy that predicts per-request SLA feasibility and adjusts decisions in real time. SABER improves goodput by up to 26% over the best static configurations and reduces latency variability by up to 45%, all without manual tuning or service restarts. Our results demonstrate that SLA-aware, adaptive scheduling is key to robust, high-performance CodeLLM serving.",medium,B6,1,B6=medium,"B6=The abstract describes loading, caching, or warm-start behavior as a source of inference startup or steady-state latency.",B6=It helps separate startup effects from steady-state timing in an inference episode.,B6=false,expansion_round_1,,,arxiv:2506.19677,arxiv:2506.19677,4517902818077719198,,,firecrawl research search-papers,foundational_or_prior,B6,false,false,false,false,b4/raw-retrieval/q15-dynamic-batching-queueing.json | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/expansion/expansion-registry.jsonl | b6/expansion/inspection-manifest.jsonl | b6/raw-retrieval/q006.json | b6/raw-retrieval/q06-synonym-batching.json | b6/raw-retrieval/q23-failure-tradeoff.json | b6/raw-retrieval/q39-foundational-triton.json,b6/expansion/expansion-triage.jsonl
